idiom,label,count
var_24 = dword ptr -24h  | * | var_1C = dword ptr -1Ch ,data,1
"movsx esi, byte ptr [rax+rcx]  | * | jnz loc_100001B57 ",xcode,1
"cmp esi, 23h   | * | lea rax, _V ",xcode,1
"jnz loc_100001B57  | * | movsxd rcx, [rbp+var_88] ",xcode,1
"add rax, rdx  | * | loc_100001B57:  ",xcode,1
"mov dword ptr [rax+rcx*4], 0  | * | jmp $+5 ",xcode,2
loc_100001B57:   | * | loc_100001B5C:  ,xcode,1
jmp $+5  | * | jmp $+5 ,xcode,1
loc_100001B5C:   | * | loc_100001B61:  ,xcode,1
"loc_100001B61:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001A73 ",xcode,1
"mov [rbp+var_80], eax  | * | loc_100001B71:  ",xcode,1
"jmp loc_100001A73  | * | mov [rbp+var_80], 0 ",xcode,1
loc_100001B71:   | * | loc_100001B78:  ,xcode,1
"loc_100001B78:   | * | mov ecx, cs:_n ",xcode,1
"mov eax, [rbp+var_80]  | * | sub ecx, 2 ",xcode,1
"mov ecx, cs:_n  | * | cmp eax, ecx ",xcode,2
"sub ecx, 2  | * | jge loc_100001C2D ",xcode,1
"cmp eax, ecx  | * | mov eax, 7 ",xcode,1
"jge loc_100001C2D  | * | mov ecx, [rbp+var_88] ",xcode,1
"mov eax, 7  | * | mov edx, [rbp+var_80] ",xcode,1
"mov ecx, [rbp+var_88]  | * | mov [rbp+var_A4], ecx ",xcode,1
"mov [rbp+var_A4], ecx  | * | mov edx, eax ",xcode,1
"mov ecx, edx  | * | shl edx, cl ",xcode,2
"mov edx, eax  | * | mov esi, [rbp+var_A4] ",xcode,1
"shl edx, cl  | * | and esi, edx ",xcode,2
"mov esi, [rbp+var_A4]  | * | mov ecx, [rbp+var_80] ",xcode,1
"and esi, edx  | * | shl eax, cl ",xcode,2
"mov ecx, [rbp+var_80]  | * | cmp esi, eax ",xcode,2
"shl eax, cl  | * | jnz loc_100001C18 ",xcode,1
"cmp esi, eax  | * | lea rax, _C ",xcode,1
"jnz loc_100001C18  | * | mov ecx, [rbp+var_80] ",xcode,1
"lea rax, _C  | * | add ecx, 1 ",xcode,1
"mov ecx, [rbp+var_80]  | * | movsxd rdx, ecx ",xcode,1
"add ecx, 1  | * | movsxd rsi, [rbp+var_84] ",xcode,1
"movsxd rdx, ecx  | * | imul rsi, 14h ",xcode,1
"movsxd rsi, [rbp+var_84]  | * | add rax, rsi ",xcode,1
"imul rsi, 14h  | * | movsx ecx, byte ptr [rax+rdx] ",xcode,1
"add rax, rsi  | * | cmp ecx, 3Fh  ",xcode,1
"movsx ecx, byte ptr [rax+rdx]  | * | jnz loc_100001C18 ",xcode,1
"cmp ecx, 3Fh   | * | lea rax, _V ",xcode,1
"jnz loc_100001C18  | * | movsxd rcx, [rbp+var_88] ",xcode,1
"add rax, rdx  | * | loc_100001C18:  ",xcode,1
loc_100001C18:   | * | loc_100001C1D:  ,xcode,1
"loc_100001C1D:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001B78 ",xcode,1
"mov [rbp+var_80], eax  | * | loc_100001C2D:  ",xcode,1
"jmp loc_100001B78  | * | lea rax, _V ",xcode,1
"loc_100001C2D:   | * | movsxd rcx, [rbp+var_88] ",xcode,1
"imul rdx, 61A80h  | * | cmp dword ptr [rax+rcx*4], 1 ",xcode,1
"add rax, rdx  | * | jnz loc_100001C9F ",xcode,1
"cmp dword ptr [rax+rcx*4], 1  | * | lea rax, _sAA ",xcode,1
"jnz loc_100001C9F  | * | lea rcx, _AA ",xcode,1
"lea rax, _sAA  | * | mov edx, [rbp+var_88] ",xcode,1
"lea rcx, _AA  | * | movsxd rsi, [rbp+var_84] ",xcode,1
"mov edx, [rbp+var_88]  | * | movsxd rsi, dword ptr [rax+rsi*4] ",xcode,1
"movsxd rsi, [rbp+var_84]  | * | movsxd rdi, [rbp+var_84] ",xcode,1
"movsxd rsi, dword ptr [rax+rsi*4]  | * | imul rdi, 61A80h ",xcode,1
"movsxd rdi, [rbp+var_84]  | * | add rcx, rdi ",xcode,1
"imul rdi, 61A80h  | * | mov [rcx+rsi*4], edx ",xcode,1
"add rcx, rdi  | * | movsxd rcx, [rbp+var_84] ",xcode,1
"mov [rcx+rsi*4], edx  | * | mov edx, [rax+rcx*4] ",xcode,1
"movsxd rcx, [rbp+var_84]  | * | add edx, 1 ",xcode,1
"mov edx, [rax+rcx*4]  | * | mov [rax+rcx*4], edx ",xcode,3
"add edx, 1  | * | loc_100001C9F:  ",xcode,1
"mov [rax+rcx*4], edx  | * | jmp $+5 ",xcode,3
loc_100001C9F:   | * | loc_100001CA4:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_88] ",xcode,2
"loc_100001CA4:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_88]  | * | mov [rbp+var_88], eax ",xcode,2
"add eax, 1  | * | jmp loc_100001A1D ",xcode,1
"mov [rbp+var_88], eax  | * | loc_100001CBA:  ",xcode,1
jmp loc_100001A1D  | * | jmp $+5 ,xcode,1
loc_100001CBA:   | * | loc_100001CBF:  ,xcode,1
"loc_100001CBF:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001A01 ",xcode,1
"mov [rbp+var_84], eax  | * | loc_100001CD5:  ",xcode,1
"jmp loc_100001A01  | * | mov [rbp+var_88], 0 ",xcode,1
loc_100001CD5:   | * | loc_100001CDF:  ,xcode,1
"loc_100001CDF:   | * | mov ecx, [rbp+var_88] ",xcode,1
"mov ecx, [rbp+var_88]  | * | mov [rbp+var_A8], ecx ",xcode,1
"mov [rbp+var_A8], ecx  | * | shl eax, cl ",xcode,1
"mov ecx, edx  | * | mov edx, [rbp+var_A8] ",xcode,1
"mov edx, [rbp+var_A8]  | * | jge loc_100001E3A ",xcode,1
"cmp edx, eax  | * | lea rax, _S ",xcode,1
"jge loc_100001E3A  | * | movsxd rcx, [rbp+var_88] ",xcode,1
"lea rax, _S  | * | mov dword ptr [rax+rcx*4], 0 ",xcode,1
"movsxd rcx, [rbp+var_88]  | * | mov [rbp+var_80], 0 ",xcode,2
"mov dword ptr [rax+rcx*4], 0  | * | loc_100001D24:  ",xcode,1
"loc_100001D24:   | * | cmp eax, cs:_n ",xcode,1
"mov eax, [rbp+var_80]  | * | jge loc_100001D8E ",xcode,1
"jge loc_100001D8E  | * | mov ecx, [rbp+var_88] ",xcode,1
"mov ecx, [rbp+var_88]  | * | mov [rbp+var_AC], ecx ",xcode,1
"mov [rbp+var_AC], ecx  | * | shl eax, cl ",xcode,1
"mov ecx, edx  | * | mov edx, [rbp+var_AC] ",xcode,1
"mov edx, [rbp+var_AC]  | * | cmp edx, 0 ",xcode,1
"and edx, eax  | * | jz loc_100001D79 ",xcode,1
"cmp edx, 0  | * | lea rax, _S ",xcode,1
"jz loc_100001D79  | * | movsxd rcx, [rbp+var_88] ",xcode,1
"lea rax, _S  | * | mov edx, [rax+rcx*4] ",xcode,1
"movsxd rcx, [rbp+var_88]  | * | add edx, 1 ",xcode,2
"add edx, 1  | * | loc_100001D79:  ",xcode,1
loc_100001D79:   | * | loc_100001D7E:  ,xcode,1
"loc_100001D7E:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001D24 ",xcode,1
"mov [rbp+var_80], eax  | * | loc_100001D8E:  ",xcode,1
"jmp loc_100001D24  | * | lea rax, _S3 ",xcode,1
"loc_100001D8E:   | * | movsxd rcx, [rbp+var_88] ",xcode,1
"lea rax, _S3  | * | mov dword ptr [rax+rcx*4], 0 ",xcode,1
"mov dword ptr [rax+rcx*4], 0  | * | loc_100001DAA:  ",xcode,1
"loc_100001DAA:   | * | mov ecx, cs:_n ",xcode,1
"mov eax, [rbp+var_80]  | * | sub ecx, 1 ",xcode,1
"sub ecx, 1  | * | jge loc_100001E1F ",xcode,1
"cmp eax, ecx  | * | mov eax, 3 ",xcode,1
"jge loc_100001E1F  | * | mov ecx, [rbp+var_88] ",xcode,1
"mov eax, 3  | * | mov edx, [rbp+var_80] ",xcode,1
"mov ecx, [rbp+var_88]  | * | mov [rbp+var_B0], ecx ",xcode,1
"mov [rbp+var_B0], ecx  | * | mov edx, eax ",xcode,1
"mov edx, eax  | * | mov esi, [rbp+var_B0] ",xcode,1
"mov esi, [rbp+var_B0]  | * | mov ecx, [rbp+var_80] ",xcode,1
"shl eax, cl  | * | jnz loc_100001E0A ",xcode,1
"cmp esi, eax  | * | lea rax, _S3 ",xcode,1
"jnz loc_100001E0A  | * | movsxd rcx, [rbp+var_88] ",xcode,1
"lea rax, _S3  | * | mov edx, [rax+rcx*4] ",xcode,1
"add edx, 1  | * | loc_100001E0A:  ",xcode,1
loc_100001E0A:   | * | loc_100001E0F:  ,xcode,1
"loc_100001E0F:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001DAA ",xcode,1
"mov [rbp+var_80], eax  | * | loc_100001E1F:  ",xcode,1
jmp loc_100001DAA  | * | jmp $+5 ,xcode,1
loc_100001E1F:   | * | loc_100001E24:  ,xcode,1
"loc_100001E24:   | * | add eax, 1 ",xcode,1
"add eax, 1  | * | jmp loc_100001CDF ",xcode,1
"mov [rbp+var_88], eax  | * | loc_100001E3A:  ",xcode,1
"jmp loc_100001CDF  | * | mov eax, 0 ",xcode,1
"loc_100001E3A:   | * | lea rcx, _FF ",xcode,1
"mov eax, 0  | * | mov esi, 0FFh  ",xcode,1
"lea rcx, _FF  | * | mov rdx, 7A1200h  ",xcode,1
"mov esi, 0FFh   | * | mov rdi, rcx  ",xcode,1
"mov rdx, 7A1200h   | * | mov [rbp+var_B4], eax ",xcode,1
"mov rdi, rcx   | * | call _memset ",xcode,1
"mov [rbp+var_B4], eax  | * | mov edi, [rbp+var_B4]  ",xcode,1
"call _memset  | * | mov esi, [rbp+var_B4]  ",xcode,1
"mov edi, [rbp+var_B4]   | * | call __Z1Fii  ",xcode,1
"mov esi, [rbp+var_B4]   | * | lea rdi, aCaseDD  ",xcode,1
"call __Z1Fii   | * | mov [rbp+var_7C], eax ",xcode,1
"lea rdi, aCaseDD   | * | mov eax, [rbp+var_64] ",xcode,1
"mov [rbp+var_7C], eax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_64]  | * | mov edx, [rbp+var_7C] ",xcode,1
"add eax, 1  | * | mov esi, eax ",xcode,1
"mov edx, [rbp+var_7C]  | * | mov al, 0 ",xcode,1
"mov esi, eax  | * | call _printf ",xcode,1
"mov al, 0  | * | lea rsi, aCaseDD  ",xcode,1
"call _printf  | * | mov rdi, [rbp+var_78]  ",xcode,1
"lea rsi, aCaseDD   | * | mov edx, [rbp+var_64] ",xcode,1
"mov rdi, [rbp+var_78]   | * | add edx, 1 ",xcode,1
"mov edx, [rbp+var_64]  | * | mov ecx, [rbp+var_7C] ",xcode,1
"add edx, 1  | * | mov [rbp+var_B8], eax ",xcode,1
"mov ecx, [rbp+var_7C]  | * | mov al, 0 ",xcode,1
"mov [rbp+var_B8], eax  | * | call _fprintf ",xcode,1
"mov al, 0  | * | mov [rbp+var_BC], eax ",xcode,1
"call _fprintf  | * | mov eax, [rbp+var_64] ",xcode,1
"mov [rbp+var_BC], eax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_64]  | * | mov [rbp+var_64], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001673 ",xcode,1
"mov [rbp+var_64], eax  | * | loc_100001ECC:  ",xcode,1
"jmp loc_100001673  | * | mov rdi, [rbp+var_78]  ",xcode,1
loc_100001ECC:   | * | call _fclose ,xcode,1
"mov rdi, [rbp+var_78]   | * | mov rdi, [rbp+var_70]  ",xcode,1
"call _fclose  | * | mov [rbp+var_C0], eax ",xcode,1
"mov rdi, [rbp+var_70]   | * | call _fclose ",xcode,1
"mov [rbp+var_C0], eax  | * | mov ecx, 0 ",xcode,1
"call _fclose  | * | mov [rbp+var_C4], eax ",xcode,1
"mov ecx, 0  | * | mov eax, ecx ",xcode,1
"mov [rbp+var_C4], eax  | * | add rsp, 0D0h ",xcode,1
"mov eax, ecx  | * | pop rbp ",xcode,1
"add rsp, 0D0h  | * | retn ",xcode,1
pop rbp  | * | _main endp ,xcode,1
retn  | * | __text ends ,xcode,1
