idiom,label,count
var_2C = dword ptr -2Ch  | * | var_10 = dword ptr -10h ,data,4
"lea eax, [eax+eax*4]  | * | mov [esi], edx ",gcc,1
"lea eax, [ecx+eax*2-30h]  | * | movsx ecx, byte ptr [edx] ",gcc,1
"mov [esi], edx  | * | inc edx ",gcc,1
"movsx ecx, byte ptr [edx]  | * | lea ebx, [ecx-30h] ",gcc,1
"inc edx  | * | cmp bl, 9 ",gcc,1
"lea ebx, [ecx-30h]  | * | jbe short loc_405D1C ",gcc,1
"cmp bl, 9  | * | loc_405D31:  ",gcc,1
"jbe short loc_405D1C  | * | test edi, edi ",gcc,1
loc_405D31:   | * | jz short loc_405D37 ,gcc,1
"test edi, edi  | * | neg eax ",gcc,1
jz short loc_405D37  | * | loc_405D37:  ,gcc,1
neg eax  | * | pop ebx ,gcc,1
loc_405D37:   | * | pop esi ,gcc,1
retn  | * | loc_405D3C:  ,gcc,1
"align 4  | * | lea edx, [eax+1] ",gcc,5
"loc_405D3C:   | * | mov [esi], edx ",gcc,1
"lea edx, [eax+1]  | * | movsx ecx, byte ptr [eax+1] ",gcc,1
"mov [esi], edx  | * | mov edi, 1 ",gcc,1
"movsx ecx, byte ptr [eax+1]  | * | jmp short loc_405D0D ",gcc,1
"mov edi, 1  | * | loc_405D4C:  ",gcc,1
"jmp short loc_405D0D  | * | xor eax, eax ",gcc,1
loc_405D4C:   | * | jmp short loc_405D31 ,gcc,1
"xor eax, eax  | * | _d_number_isra_0 endp ",gcc,1
jmp short loc_405D31  | * | _d_number_component proc near  ,gcc,1
_d_number_isra_0 endp  | * | push ebx ,gcc,1
"_d_number_component proc near   | * | mov ecx, [eax+14h] ",gcc,1
"push ebx  | * | cmp ecx, [eax+18h] ",gcc,1
"mov ecx, [eax+14h]  | * | jge short loc_405D80 ",gcc,1
"cmp ecx, [eax+18h]  | * | lea ebx, [ecx+ecx*2] ",gcc,1
"jge short loc_405D80  | * | mov edx, [eax+10h] ",gcc,1
"lea ebx, [ecx+ecx*2]  | * | lea ebx, [edx+ebx*4] ",gcc,1
"mov edx, [eax+10h]  | * | inc ecx ",gcc,1
"lea ebx, [edx+ebx*4]  | * | mov [eax+14h], ecx ",gcc,1
"inc ecx  | * | test ebx, ebx ",gcc,1
"mov [eax+14h], ecx  | * | jz short loc_405D7B ",gcc,1
"test ebx, ebx  | * | mov dword ptr [ebx], 3Ch  ",gcc,1
"jz short loc_405D7B  | * | add eax, 0Ch ",gcc,1
"mov dword ptr [ebx], 3Ch   | * | call _d_number_isra_0 ",gcc,1
"add eax, 0Ch  | * | mov [ebx+4], eax ",gcc,1
call _d_number_isra_0  | * | loc_405D7B:  ,gcc,1
"mov [ebx+4], eax  | * | mov eax, ebx ",gcc,1
loc_405D7B:   | * | pop ebx ,gcc,1
"mov eax, ebx  | * | retn ",gcc,2
retn  | * | loc_405D80:  ,gcc,1
"align 10h  | * | xor ebx, ebx ",gcc,1
"loc_405D80:   | * | mov eax, ebx ",gcc,1
"xor ebx, ebx  | * | pop ebx ",gcc,1
pop ebx  | * | _d_number_component endp ,gcc,1
_d_number_component endp  | * | _d_compact_number proc near  ,gcc,1
"_d_compact_number proc near   | * | mov ebx, eax ",gcc,1
"push ebx  | * | mov edx, [eax+0Ch] ",gcc,1
"mov ebx, eax  | * | mov al, [edx] ",gcc,2
"mov edx, [eax+0Ch]  | * | cmp al, 5Fh  ",gcc,1
"mov al, [edx]  | * | jz short loc_405DB0 ",gcc,1
"cmp al, 5Fh   | * | cmp al, 6Eh  ",gcc,1
jz short loc_405DB0  | * | jz short loc_405DA8 ,gcc,1
"cmp al, 6Eh   | * | lea eax, [ebx+0Ch] ",gcc,1
jz short loc_405DA8  | * | call _d_number_isra_0 ,gcc,1
"lea eax, [ebx+0Ch]  | * | mov edx, [ebx+0Ch] ",gcc,2
"call _d_number_isra_0  | * | cmp byte ptr [edx], 5Fh  ",gcc,1
"mov edx, [ebx+0Ch]  | * | jz short loc_405DB8 ",gcc,1
"cmp byte ptr [edx], 5Fh   | * | loc_405DA8:  ",gcc,1
"jz short loc_405DB8  | * | mov eax, 0FFFFFFFFh ",gcc,1
loc_405DA8:   | * | pop ebx ,gcc,1
"mov eax, 0FFFFFFFFh  | * | retn ",gcc,1
retn  | * | loc_405DB0:  ,gcc,1
loc_405DB0:   | * | loc_405DB2:  ,gcc,1
"xor eax, eax  | * | inc edx ",gcc,1
"loc_405DB2:   | * | mov [ebx+0Ch], edx ",gcc,1
inc edx  | * | pop ebx ,gcc,1
"mov [ebx+0Ch], edx  | * | retn ",gcc,1
pop ebx  | * | loc_405DB8:  ,gcc,1
retn  | * | inc eax ,gcc,1
loc_405DB8:   | * | jmp short loc_405DB2 ,gcc,1
inc eax  | * | _d_compact_number endp ,gcc,1
jmp short loc_405DB2  | * | align 4 ,gcc,1
_d_compact_number endp  | * | _d_template_param proc near  ,gcc,1
align 4  | * | push esi ,gcc,1
_d_template_param proc near   | * | push ebx ,gcc,1
"push ebx  | * | mov eax, [eax+0Ch] ",gcc,1
"mov ebx, eax  | * | cmp byte ptr [eax], 54h  ",gcc,1
"mov eax, [eax+0Ch]  | * | jz short loc_405DD0 ",gcc,1
"cmp byte ptr [eax], 54h   | * | loc_405DC8:  ",gcc,1
"jz short loc_405DD0  | * | xor eax, eax ",gcc,1
loc_405DC8:   | * | pop ebx ,gcc,1
retn  | * | loc_405DD0:  ,gcc,1
align 10h  | * | inc eax ,gcc,2
"loc_405DD0:   | * | mov [ebx+0Ch], eax ",gcc,1
"inc eax  | * | mov eax, ebx ",gcc,3
"mov [ebx+0Ch], eax  | * | call _d_compact_number ",gcc,2
"mov eax, ebx  | * | mov ecx, eax ",gcc,1
"call _d_compact_number  | * | test eax, eax ",gcc,2
"mov ecx, eax  | * | js short loc_405DC8 ",gcc,1
"test eax, eax  | * | inc dword ptr [ebx+28h] ",gcc,1
"js short loc_405DC8  | * | mov edx, [ebx+14h] ",gcc,1
"inc dword ptr [ebx+28h]  | * | cmp edx, [ebx+18h] ",gcc,1
"mov edx, [ebx+14h]  | * | jge short loc_405DC8 ",gcc,1
"cmp edx, [ebx+18h]  | * | lea esi, [edx+edx*2] ",gcc,4
"jge short loc_405DC8  | * | mov eax, [ebx+10h] ",gcc,1
"lea esi, [edx+edx*2]  | * | lea eax, [eax+esi*4] ",gcc,2
"mov eax, [ebx+10h]  | * | inc edx ",gcc,10
"lea eax, [eax+esi*4]  | * | mov [ebx+14h], edx ",gcc,2
"mov [ebx+14h], edx  | * | jz short loc_405DC8 ",gcc,1
"test eax, eax  | * | mov dword ptr [eax], 5 ",gcc,1
"jz short loc_405DC8  | * | mov [eax+4], ecx ",gcc,1
"mov dword ptr [eax], 5  | * | pop ebx ",gcc,1
"mov [eax+4], ecx  | * | pop esi ",gcc,1
pop esi  | * | _d_template_param endp ,gcc,1
_d_template_param endp  | * | _d_discriminator proc near  ,gcc,1
"align 4  | * | mov edx, [eax+0Ch] ",gcc,1
"_d_discriminator proc near   | * | cmp byte ptr [edx], 5Fh  ",gcc,1
"mov edx, [eax+0Ch]  | * | jz short loc_405E1C ",gcc,1
"cmp byte ptr [edx], 5Fh   | * | mov eax, 1 ",gcc,1
jz short loc_405E1C  | * | retn ,gcc,1
"mov eax, 1  | * | align 4 ",gcc,1
retn  | * | loc_405E1C:  ,gcc,1
align 4  | * | inc edx ,gcc,3
"loc_405E1C:   | * | mov [eax+0Ch], edx ",gcc,1
"inc edx  | * | add eax, 0Ch ",gcc,1
"mov [eax+0Ch], edx  | * | call _d_number_isra_0 ",gcc,1
"add eax, 0Ch  | * | not eax ",gcc,1
"call _d_number_isra_0  | * | shr eax, 1Fh ",gcc,1
not eax  | * | retn ,gcc,2
"shr eax, 1Fh  | * | _d_discriminator endp ",gcc,1
_d_discriminator endp  | * | _d_source_name proc near  ,gcc,1
var_28 = dword ptr -28h  | * | var_14 = dword ptr -14h ,data,2
var_24 = dword ptr -24h  | * | var_10 = dword ptr -10h ,data,3
"sub esp, 28h  | * | lea eax, [eax+0Ch] ",gcc,1
"mov ebx, eax  | * | call _d_number_isra_0 ",gcc,1
"lea eax, [eax+0Ch]  | * | mov ecx, eax ",gcc,1
"call _d_number_isra_0  | * | test eax, eax ",gcc,1
"mov ecx, eax  | * | jle loc_405EE4 ",gcc,1
"test eax, eax  | * | mov edx, [ebx+0Ch] ",gcc,3
"jle loc_405EE4  | * | mov eax, [ebx+4] ",gcc,1
"mov edx, [ebx+0Ch]  | * | sub eax, edx ",gcc,1
"mov eax, [ebx+4]  | * | cmp ecx, eax ",gcc,1
"sub eax, edx  | * | jg loc_405EE8 ",gcc,1
"cmp ecx, eax  | * | lea eax, [edx+ecx] ",gcc,1
"jg loc_405EE8  | * | mov [ebx+0Ch], eax ",gcc,1
"lea eax, [edx+ecx]  | * | test byte ptr [ebx+8], 4 ",gcc,1
"mov [ebx+0Ch], eax  | * | jnz short loc_405EA4 ",gcc,1
"test byte ptr [ebx+8], 4  | * | loc_405E64:  ",gcc,1
"jnz short loc_405EA4  | * | cmp ecx, 9 ",gcc,1
loc_405E64:   | * | jle short loc_405E95 ,gcc,1
"cmp ecx, 9  | * | mov [esp+2Ch+var_24], 8  ",gcc,1
"jle short loc_405E95  | * | mov [esp+2Ch+var_28], offset aGlobal  ",gcc,1
"mov [esp+2Ch+var_24], 8   | * | mov [esp+2Ch+var_2C], edx  ",gcc,1
"mov [esp+2Ch+var_28], offset aGlobal   | * | mov [esp+2Ch+var_14], edx ",gcc,1
"mov [esp+2Ch+var_2C], edx   | * | mov [esp+2Ch+var_10], ecx ",gcc,1
"mov [esp+2Ch+var_14], edx  | * | call _memcmp ",gcc,1
"mov [esp+2Ch+var_10], ecx  | * | test eax, eax ",gcc,1
"call _memcmp  | * | mov edx, [esp+2Ch+var_14] ",gcc,1
"test eax, eax  | * | mov ecx, [esp+2Ch+var_10] ",gcc,1
"mov edx, [esp+2Ch+var_14]  | * | jz short loc_405EB0 ",gcc,1
"mov ecx, [esp+2Ch+var_10]  | * | loc_405E95:  ",gcc,1
"jz short loc_405EB0  | * | mov eax, ebx ",gcc,1
loc_405E95:   | * | call _d_make_name ,gcc,1
"mov eax, ebx  | * | loc_405E9C:  ",gcc,1
"call _d_make_name  | * | mov [ebx+2Ch], eax ",gcc,1
loc_405E9C:   | * | loc_405E9F:  ,gcc,1
"mov [ebx+2Ch], eax  | * | add esp, 28h ",gcc,1
loc_405E9F:   | * | pop ebx ,gcc,1
pop ebx  | * | loc_405EA4:  ,gcc,1
"retn  | * | cmp byte ptr [eax], 24h  ",gcc,1
loc_405EA4:   | * | jnz short loc_405E64 ,gcc,1
"cmp byte ptr [eax], 24h   | * | inc eax ",gcc,1
"jnz short loc_405E64  | * | mov [ebx+0Ch], eax ",gcc,1
inc eax  | * | jmp short loc_405E64 ,gcc,1
"mov [ebx+0Ch], eax  | * | align 10h ",gcc,1
jmp short loc_405E64  | * | loc_405EB0:  ,gcc,1
"align 10h  | * | mov al, [edx+8] ",gcc,1
"loc_405EB0:   | * | cmp al, 2Eh  ",gcc,1
"mov al, [edx+8]  | * | jz short loc_405EBF ",gcc,1
"cmp al, 2Eh   | * | cmp al, 5Fh  ",gcc,2
jz short loc_405EBF  | * | jz short loc_405EBF ,gcc,1
"cmp al, 5Fh   | * | cmp al, 24h  ",gcc,3
jz short loc_405EBF  | * | jnz short loc_405E95 ,gcc,1
"cmp al, 24h   | * | loc_405EBF:  ",gcc,1
"jnz short loc_405E95  | * | cmp byte ptr [edx+9], 4Eh  ",gcc,1
loc_405EBF:   | * | jnz short loc_405E95 ,gcc,1
"cmp byte ptr [edx+9], 4Eh   | * | mov eax, [ebx+30h] ",gcc,1
"jnz short loc_405E95  | * | add eax, 16h ",gcc,1
"mov eax, [ebx+30h]  | * | sub eax, ecx ",gcc,1
"add eax, 16h  | * | mov [ebx+30h], eax ",gcc,1
"sub eax, ecx  | * | mov ecx, 15h ",gcc,1
"mov [ebx+30h], eax  | * | mov edx, offset aAnonymousNames  ",gcc,1
"mov ecx, 15h  | * | mov eax, ebx ",gcc,1
"mov edx, offset aAnonymousNames   | * | call _d_make_name ",gcc,1
"mov eax, ebx  | * | jmp short loc_405E9C ",gcc,1
call _d_make_name  | * | align 4 ,gcc,1
jmp short loc_405E9C  | * | loc_405EE4:  ,gcc,1
loc_405EE4:   | * | jmp short loc_405E9F ,gcc,1
"xor eax, eax  | * | loc_405EE8:  ",gcc,1
"jmp short loc_405E9F  | * | xor eax, eax ",gcc,1
loc_405EE8:   | * | jmp short loc_405E9C ,gcc,1
"xor eax, eax  | * | _d_source_name endp ",gcc,1
jmp short loc_405E9C  | * | _d_call_offset proc near  ,gcc,1
_d_source_name endp  | * | push esi ,gcc,1
_d_call_offset proc near   | * | push ebx ,gcc,1
"push ebx  | * | test edx, edx ",gcc,1
"mov ebx, eax  | * | jnz short loc_405F08 ",gcc,1
"test edx, edx  | * | mov eax, [eax+0Ch] ",gcc,1
"jnz short loc_405F08  | * | movsx edx, byte ptr [eax] ",gcc,1
"mov eax, [eax+0Ch]  | * | test dl, dl ",gcc,1
"movsx edx, byte ptr [eax]  | * | jnz short loc_405F04 ",gcc,1
"test dl, dl  | * | loc_405EFE:  ",gcc,1
"jnz short loc_405F04  | * | xor eax, eax ",gcc,1
loc_405EFE:   | * | loc_405F00:  ,gcc,1
loc_405F00:   | * | pop esi ,gcc,1
retn  | * | loc_405F04:  ,gcc,1
align 4  | * | inc eax ,gcc,3
"loc_405F04:   | * | mov [ebx+0Ch], eax ",gcc,1
inc eax  | * | loc_405F08:  ,gcc,1
"mov [ebx+0Ch], eax  | * | cmp edx, 68h  ",gcc,1
loc_405F08:   | * | jz short loc_405F34 ,gcc,1
"cmp edx, 68h   | * | cmp edx, 76h  ",gcc,1
jz short loc_405F34  | * | jnz short loc_405EFE ,gcc,1
"cmp edx, 76h   | * | lea esi, [ebx+0Ch] ",gcc,1
"jnz short loc_405EFE  | * | mov eax, esi ",gcc,1
"lea esi, [ebx+0Ch]  | * | call _d_number_isra_0 ",gcc,1
"mov eax, esi  | * | mov eax, [ebx+0Ch] ",gcc,1
"call _d_number_isra_0  | * | cmp byte ptr [eax], 5Fh  ",gcc,1
"mov eax, [ebx+0Ch]  | * | jnz short loc_405EFE ",gcc,2
"cmp byte ptr [eax], 5Fh   | * | inc eax ",gcc,3
"jnz short loc_405EFE  | * | mov [ebx+0Ch], eax ",gcc,2
"inc eax  | * | mov eax, esi ",gcc,1
"mov [ebx+0Ch], eax  | * | call _d_number_isra_0 ",gcc,1
"mov eax, esi  | * | jmp short loc_405F3C ",gcc,1
call _d_number_isra_0  | * | align 4 ,gcc,1
jmp short loc_405F3C  | * | loc_405F34:  ,gcc,1
"align 4  | * | lea eax, [ebx+0Ch] ",gcc,1
loc_405F34:   | * | call _d_number_isra_0 ,gcc,1
"lea eax, [ebx+0Ch]  | * | loc_405F3C:  ",gcc,1
"call _d_number_isra_0  | * | mov eax, [ebx+0Ch] ",gcc,1
"loc_405F3C:   | * | cmp byte ptr [eax], 5Fh  ",gcc,1
"inc eax  | * | mov eax, 1 ",gcc,1
"mov [ebx+0Ch], eax  | * | jmp short loc_405F00 ",gcc,1
"mov eax, 1  | * | _d_call_offset endp ",gcc,1
jmp short loc_405F00  | * | align 10h ,gcc,1
_d_call_offset endp  | * | _d_lookup_template_argument_isra_5 proc near ,gcc,1
"align 10h  | * | mov ecx, [eax+110h] ",gcc,1
"_d_lookup_template_argument_isra_5 proc near  | * | test ecx, ecx ",gcc,1
"mov ecx, [eax+110h]  | * | jz short loc_405F90 ",gcc,1
"test ecx, ecx  | * | mov edx, [edx] ",gcc,1
"jz short loc_405F90  | * | mov eax, [ecx+4] ",gcc,1
"mov edx, [edx]  | * | mov eax, [eax+8] ",gcc,1
"mov eax, [ecx+4]  | * | test eax, eax ",gcc,1
"mov eax, [eax+8]  | * | jz short loc_405F88 ",gcc,1
"test eax, eax  | * | cmp dword ptr [eax], 2Bh  ",gcc,4
jz short loc_405F88  | * | jnz short loc_405F88 ,gcc,1
"cmp dword ptr [eax], 2Bh   | * | cmp edx, 0 ",gcc,1
jnz short loc_405F88  | * | jg short loc_405F7D ,gcc,1
"cmp edx, 0  | * | jmp short loc_405F86 ",gcc,1
jg short loc_405F7D  | * | align 4 ,gcc,1
jmp short loc_405F86  | * | loc_405F74:  ,gcc,1
"align 4  | * | cmp dword ptr [eax], 2Bh  ",gcc,2
loc_405F74:   | * | jnz short loc_405F88 ,gcc,1
"cmp dword ptr [eax], 2Bh   | * | test edx, edx ",gcc,1
jnz short loc_405F88  | * | jz short loc_405F8C ,gcc,1
"test edx, edx  | * | loc_405F7D:  ",gcc,1
jz short loc_405F8C  | * | dec edx ,gcc,1
"loc_405F7D:   | * | mov eax, [eax+8] ",gcc,1
"dec edx  | * | test eax, eax ",gcc,3
"mov eax, [eax+8]  | * | jnz short loc_405F74 ",gcc,1
jnz short loc_405F74  | * | loc_405F86:  ,gcc,1
retn  | * | jz short loc_405F8C ,gcc,1
loc_405F86:   | * | loc_405F88:  ,gcc,1
"jz short loc_405F8C  | * | xor eax, eax ",gcc,1
loc_405F88:   | * | retn ,gcc,1
retn  | * | loc_405F8C:  ,gcc,1
"align 4  | * | mov eax, [eax+4] ",gcc,5
loc_405F8C:   | * | retn ,gcc,1
"mov eax, [eax+4]  | * | loc_405F90:  ",gcc,1
"retn  | * | mov dword ptr [eax+118h], 1 ",gcc,1
"loc_405F90:   | * | xor eax, eax ",gcc,1
"mov dword ptr [eax+118h], 1  | * | retn ",gcc,1
"xor eax, eax  | * | _d_lookup_template_argument_isra_5 endp ",gcc,1
_d_lookup_template_argument_isra_5 endp  | * | _d_find_pack proc near  ,gcc,1
align 10h  | * | push esi ,gcc,1
_d_find_pack proc near   | * | push ebx ,gcc,1
"push ecx  | * | mov ebx, edx ",gcc,1
"mov esi, eax  | * | test edx, edx ",gcc,1
"mov ebx, edx  | * | jz short loc_405FC8  ",gcc,1
"test edx, edx  | * | loc_405FAB:  ",gcc,1
"jz short loc_405FC8   | * | cmp dword ptr [ebx], 45h  ",gcc,1
loc_405FAB:   | * | jbe short loc_405FD0 ,gcc,1
"cmp dword ptr [ebx], 45h   | * | def_405FD2:  ",gcc,1
"jbe short loc_405FD0  | * | mov edx, [ebx+4]  ",gcc,1
"def_405FD2:   | * | mov eax, esi ",gcc,1
"mov edx, [ebx+4]   | * | call _d_find_pack ",gcc,1
"mov eax, esi  | * | test eax, eax ",gcc,4
call _d_find_pack  | * | jnz short loc_405FCA ,gcc,1
"test eax, eax  | * | loc_405FBE:  ",gcc,1
"jnz short loc_405FCA  | * | mov ebx, [ebx+8]  ",gcc,1
"loc_405FBE:   | * | test ebx, ebx ",gcc,1
"mov ebx, [ebx+8]   | * | jnz short loc_405FAB ",gcc,1
"test ebx, ebx  | * | lea esi, [esi+0] ",gcc,1
jnz short loc_405FAB  | * | loc_405FC8:  ,gcc,1
"lea esi, [esi+0]  | * | xor eax, eax  ",gcc,1
loc_405FC8:   | * | loc_405FCA:  ,gcc,1
"xor eax, eax   | * | pop esi ",gcc,1
loc_405FCA:   | * | pop ebx ,gcc,1
pop esi  | * | pop esi ,gcc,2
retn  | * | loc_405FD0:  ,gcc,1
"align 10h  | * | mov edx, [ebx] ",gcc,1
loc_405FD0:   | * | jmp ds:jpt_405FD2[edx*4]  ,gcc,1
"mov edx, [ebx]  | * | align 4 ",gcc,2
jmp ds:jpt_405FD2[edx*4]   | * | loc_405FDC:  ,gcc,1
"align 4  | * | lea edx, [ebx+4]  ",gcc,1
"loc_405FDC:   | * | mov eax, esi ",gcc,1
"lea edx, [ebx+4]   | * | call _d_lookup_template_argument_isra_5 ",gcc,1
call _d_lookup_template_argument_isra_5  | * | jz short loc_405FC8  ,gcc,1
jz short loc_405FC8   | * | jnz short loc_405FC8  ,gcc,1
"cmp dword ptr [eax], 2Bh   | * | pop esi ",gcc,1
jnz short loc_405FC8   | * | pop ebx ,gcc,1
pop esi  | * | _d_find_pack endp ,gcc,1
_d_find_pack endp  | * | _d_append_string proc near  ,gcc,1
var_38 = dword ptr -38h  | * | var_20 = byte ptr -20h ,data,2
"sub esp, 2Ch  | * | xor eax, eax ",gcc,1
"mov esi, eax  | * | mov ecx, 0FFFFFFFFh ",gcc,1
"xor eax, eax  | * | mov edi, edx ",gcc,5
"mov ecx, 0FFFFFFFFh  | * | repne scasb ",gcc,15
"mov edi, edx  | * | not ecx ",gcc,6
repne scasb  | * | dec ecx ,gcc,6
not ecx  | * | jz short loc_406078 ,gcc,1
"dec ecx  | * | mov ebx, [esi+100h] ",gcc,1
"jz short loc_406078  | * | mov edi, edx ",gcc,1
"mov ebx, [esi+100h]  | * | lea ebp, [edx+ecx] ",gcc,1
"mov edi, edx  | * | jmp short loc_406033 ",gcc,1
"lea ebp, [edx+ecx]  | * | align 4 ",gcc,1
jmp short loc_406033  | * | loc_40601C:  ,gcc,1
"align 4  | * | mov edx, ebx ",gcc,2
loc_40601C:   | * | inc ebx ,gcc,1
"mov edx, ebx  | * | loc_40601F:  ",gcc,1
"inc ebx  | * | mov [esi+edx], al ",gcc,1
"loc_40601F:   | * | mov [esi+100h], ebx ",gcc,1
"mov [esi+edx], al  | * | mov [esi+104h], al ",gcc,3
"mov [esi+100h], ebx  | * | inc edi ",gcc,1
"mov [esi+104h], al  | * | cmp edi, ebp ",gcc,1
inc edi  | * | jz short loc_406078 ,gcc,1
"cmp edi, ebp  | * | loc_406033:  ",gcc,1
"jz short loc_406078  | * | mov al, [edi] ",gcc,1
"loc_406033:   | * | cmp ebx, 0FFh ",gcc,1
"mov al, [edi]  | * | jnz short loc_40601C ",gcc,1
"cmp ebx, 0FFh  | * | mov byte ptr [esi+0FFh], 0 ",gcc,1
"jnz short loc_40601C  | * | mov edx, [esi+10Ch] ",gcc,1
"mov byte ptr [esi+0FFh], 0  | * | mov [esp+3Ch+var_34], edx ",gcc,1
"mov edx, [esi+10Ch]  | * | mov [esp+3Ch+var_38], 0FFh ",gcc,1
"mov [esp+3Ch+var_34], edx  | * | mov [esp+3Ch+var_3C], esi ",gcc,1
"mov [esp+3Ch+var_38], 0FFh  | * | mov [esp+3Ch+var_20], al ",gcc,1
"mov [esp+3Ch+var_3C], esi  | * | call dword ptr [esi+108h] ",gcc,1
"mov [esp+3Ch+var_20], al  | * | inc dword ptr [esi+120h] ",gcc,1
"call dword ptr [esi+108h]  | * | mov ebx, 1 ",gcc,1
"inc dword ptr [esi+120h]  | * | xor edx, edx ",gcc,3
"mov ebx, 1  | * | mov al, [esp+3Ch+var_20] ",gcc,1
"xor edx, edx  | * | jmp short loc_40601F ",gcc,1
"mov al, [esp+3Ch+var_20]  | * | align 4 ",gcc,1
jmp short loc_40601F  | * | loc_406078:  ,gcc,1
"align 4  | * | add esp, 2Ch ",gcc,1
loc_406078:   | * | pop ebx ,gcc,1
pop ebp  | * | _d_append_string endp ,gcc,1
retn  | * | _d_expr_primary proc near  ,gcc,1
_d_expr_primary proc near   | * | push ebp ,gcc,1
"sub esp, 1Ch  | * | mov eax, [eax+0Ch] ",gcc,2
"mov esi, eax  | * | cmp byte ptr [eax], 4Ch  ",gcc,1
"mov eax, [eax+0Ch]  | * | jz short loc_40609C ",gcc,1
"cmp byte ptr [eax], 4Ch   | * | loc_406091:  ",gcc,1
"jz short loc_40609C  | * | xor eax, eax ",gcc,1
"loc_406091:   | * | add esp, 1Ch ",gcc,1
retn  | * | loc_40609C:  ,gcc,1
"loc_40609C:   | * | mov [esi+0Ch], edx ",gcc,1
"lea edx, [eax+1]  | * | mov cl, [eax+1] ",gcc,1
"mov [esi+0Ch], edx  | * | cmp cl, 5Fh  ",gcc,1
"mov cl, [eax+1]  | * | jz loc_40614A ",gcc,1
"cmp cl, 5Fh   | * | cmp cl, 5Ah  ",gcc,1
jz loc_40614A  | * | jnz short loc_4060D8 ,gcc,1
"cmp cl, 5Ah   | * | loc_4060B3:  ",gcc,1
jnz short loc_4060D8  | * | inc edx ,gcc,1
"loc_4060B3:   | * | mov [esi+0Ch], edx ",gcc,1
"inc edx  | * | xor edx, edx ",gcc,2
"mov [esi+0Ch], edx  | * | mov eax, esi ",gcc,1
"xor edx, edx  | * | call _d_encoding ",gcc,8
"mov eax, esi  | * | mov edx, [esi+0Ch] ",gcc,2
"call _d_encoding  | * | mov cl, [edx] ",gcc,1
"mov edx, [esi+0Ch]  | * | cmp cl, 45h  ",gcc,2
"mov cl, [edx]  | * | jnz short loc_406091 ",gcc,1
"cmp cl, 45h   | * | loc_4060CA:  ",gcc,1
jnz short loc_406091  | * | inc edx ,gcc,1
"loc_4060CA:   | * | mov [esi+0Ch], edx ",gcc,1
"inc edx  | * | add esp, 1Ch ",gcc,1
"mov [esi+0Ch], edx  | * | pop ebx ",gcc,1
retn  | * | loc_4060D8:  ,gcc,1
"align 4  | * | mov eax, esi ",gcc,2
loc_4060D8:   | * | call _d_type ,gcc,1
"mov eax, esi  | * | mov edi, eax ",gcc,3
"call _d_type  | * | test eax, eax ",gcc,5
"mov edi, eax  | * | jz short loc_406091 ",gcc,1
"test eax, eax  | * | cmp dword ptr [eax], 23h  ",gcc,1
jz short loc_406091  | * | jz loc_406184 ,gcc,1
"cmp dword ptr [eax], 23h   | * | loc_4060EE:  ",gcc,1
"jz loc_406184  | * | mov edx, [esi+0Ch] ",gcc,1
"loc_4060EE:   | * | mov bl, [edx] ",gcc,1
"mov edx, [esi+0Ch]  | * | cmp bl, 6Eh  ",gcc,1
"mov bl, [edx]  | * | jz short loc_40616C ",gcc,1
"cmp bl, 6Eh   | * | mov ebp, 37h  ",gcc,1
jz short loc_40616C  | * | loc_4060FD:  ,gcc,1
"mov ebp, 37h   | * | cmp bl, 45h  ",gcc,1
loc_4060FD:   | * | jz loc_40619D ,gcc,1
"cmp bl, 45h   | * | test bl, bl ",gcc,1
jz loc_40619D  | * | jz short loc_406091 ,gcc,1
"test bl, bl  | * | lea ecx, [edx+1] ",gcc,1
jz short loc_406091  | * | jmp short loc_406119 ,gcc,1
"lea ecx, [edx+1]  | * | align 10h ",gcc,1
jmp short loc_406119  | * | loc_406110:  ,gcc,1
align 10h  | * | inc ecx ,gcc,2
"loc_406110:   | * | test bl, bl ",gcc,1
inc ecx  | * | jz loc_406091 ,gcc,1
"test bl, bl  | * | loc_406119:  ",gcc,1
"jz loc_406091  | * | mov [esi+0Ch], ecx ",gcc,1
"loc_406119:   | * | mov bl, [ecx] ",gcc,1
"mov [esi+0Ch], ecx  | * | cmp bl, 45h  ",gcc,1
"mov bl, [ecx]  | * | jnz short loc_406110 ",gcc,1
"cmp bl, 45h   | * | sub ecx, edx ",gcc,1
jnz short loc_406110  | * | loc_406125:  ,gcc,1
"sub ecx, edx  | * | mov eax, esi ",gcc,1
loc_406125:   | * | call _d_make_name ,gcc,1
"mov eax, esi  | * | mov [esp+2Ch+var_2C], eax ",gcc,1
"call _d_make_name  | * | mov ecx, edi ",gcc,1
"mov [esp+2Ch+var_2C], eax  | * | mov edx, ebp ",gcc,1
"mov ecx, edi  | * | mov eax, esi ",gcc,2
"mov edx, ebp  | * | call _d_make_comp ",gcc,1
"call _d_make_comp  | * | mov cl, [edx] ",gcc,1
"mov cl, [edx]  | * | jnz loc_406091 ",gcc,1
"cmp cl, 45h   | * | jmp short loc_4060CA ",gcc,1
jnz loc_406091  | * | loc_40614A:  ,gcc,1
"jmp short loc_4060CA  | * | lea edx, [eax+2] ",gcc,1
"loc_40614A:   | * | mov [esi+0Ch], edx ",gcc,1
"lea edx, [eax+2]  | * | mov cl, [eax+2] ",gcc,1
"mov [esi+0Ch], edx  | * | cmp cl, 5Ah  ",gcc,1
