idiom,label,count
var_18 = dword ptr -18h  | * | var_10 = dword ptr -10h ,data,2
call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z   | * | call ds:?uncaught_exception@std@@YA_NXZ  ,msvc,1
"mov [ebp+var_4], 4  | * | mov edi, [ebp+var_30] ",msvc,1
"call ds:?uncaught_exception@std@@YA_NXZ   | * | test al, al ",msvc,1
"mov edi, [ebp+var_30]  | * | jnz short loc_4014CF ",msvc,1
"test al, al  | * | mov ecx, edi ",msvc,1
jnz short loc_4014CF  | * | call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ  ,msvc,1
"mov ecx, edi  | * | loc_4014CF:  ",msvc,1
"loc_4014CF:   | * | mov edx, [edi] ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov eax, [edx+4] ",msvc,1
"mov edx, [edi]  | * | mov ecx, [eax+edi+38h] ",msvc,1
"mov eax, [edx+4]  | * | test ecx, ecx ",msvc,1
"mov ecx, [eax+edi+38h]  | * | jz short loc_4014EA ",msvc,1
"test ecx, ecx  | * | mov edx, [ecx] ",msvc,1
"jz short loc_4014EA  | * | mov eax, [edx+8] ",msvc,1
"mov edx, [ecx]  | * | call eax ",msvc,1
"mov eax, [edx+8]  | * | loc_4014EA:  ",msvc,1
"call eax  | * | mov eax, esi ",msvc,1
"loc_4014EA:   | * | mov ecx, [ebp+var_C] ",msvc,1
"mov eax, esi  | * | mov large fs:0, ecx ",msvc,1
"mov large fs:0, ecx  | * | pop edi ",msvc,1
pop ecx  | * | pop esi ,msvc,1
pop edi  | * | pop ebx ,msvc,6
"pop esi  | * | mov esp, ebp ",msvc,8
pop ebp  | * | loc_4014FE:  ,msvc,1
"retn  | * | add ebx, 0FFFFFFFFh ",msvc,1
"loc_4014FE:   | * | adc edi, 0FFFFFFFFh ",msvc,1
"add ebx, 0FFFFFFFFh  | * | mov [ebp+var_24], edi ",msvc,1
"adc edi, 0FFFFFFFFh  | * | jmp loc_401425 ",msvc,1
"mov [ebp+var_24], edi  | * | align 10h ",msvc,1
jmp loc_401425  | * | loc_401510:  ,msvc,1
"align 10h  | * | cmp [ebp+var_24], edi ",msvc,1
loc_401510:   | * | jl loc_40148A ,msvc,1
"cmp [ebp+var_24], edi  | * | jg short loc_401523 ",msvc,1
"jl loc_40148A  | * | test ebx, ebx ",msvc,1
jg short loc_401523  | * | jz loc_40148A ,msvc,1
"test ebx, ebx  | * | loc_401523:  ",msvc,1
"jz loc_40148A  | * | mov ecx, [esi] ",msvc,1
"loc_401523:   | * | mov eax, [ecx+4] ",msvc,1
call ds:?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z   | * | jnz short loc_40154B ,msvc,1
jnz short loc_40154B  | * | jmp loc_40148A ,msvc,1
"or [ebp+var_14], 4  | * | loc_40154B:  ",msvc,1
"jmp loc_40148A  | * | add ebx, 0FFFFFFFFh ",msvc,1
"loc_40154B:   | * | adc [ebp+var_24], 0FFFFFFFFh ",msvc,1
"add ebx, 0FFFFFFFFh  | * | jmp short loc_401510 ",msvc,1
"adc [ebp+var_24], 0FFFFFFFFh  | * | loc_401554:  ",msvc,1
"jmp short loc_401510  | * | mov eax, [ebp+arg_0] ",msvc,1
"loc_401554:   | * | mov ecx, [eax] ",msvc,1
"mov eax, [ebp+arg_0]  | * | mov ecx, [ecx+4] ",msvc,1
"mov ecx, [eax]  | * | push 1 ",msvc,1
"mov ecx, [ecx+4]  | * | push 4 ",msvc,1
"push 1  | * | add ecx, eax ",msvc,1
push 4  | * | call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z  ,msvc,1
"add ecx, eax  | * | mov [ebp+var_4], 1 ",msvc,1
"call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z   | * | mov eax, offset loc_401575 ",msvc,1
"mov [ebp+var_4], 1  | * | retn ",msvc,1
"mov eax, offset loc_401575  | * | loc_401575:  ",msvc,1
"retn  | * | mov esi, [ebp+arg_0] ",msvc,1
loc_401575:   | * | jmp loc_4014A0 ,msvc,1
"mov esi, [ebp+arg_0]  | * | sub_401330 endp ",msvc,1
jmp loc_4014A0  | * | align 10h ,msvc,1
sub_401330 endp  | * | sub_401580 proc near  ,msvc,1
var_8 = dword ptr -8  | * | arg_4 = dword ptr 0Ch ,data,1
arg_0 = dword ptr 8  | * | arg_8 = dword ptr 10h ,data,2
"push ebp  | * | sub esp, 10h ",msvc,3
"mov ebp, esp  | * | push ebx ",msvc,5
"sub esp, 10h  | * | mov ebx, [ebp+arg_4] ",msvc,1
push ebx  | * | push esi ,msvc,2
"mov ebx, [ebp+arg_4]  | * | push edi ",msvc,1
"push esi  | * | mov edi, [ebp+arg_0] ",msvc,1
"push edi  | * | mov eax, ebx ",msvc,1
"mov edi, [ebp+arg_0]  | * | sub eax, edi ",msvc,1
"mov eax, ebx  | * | sar eax, 3 ",msvc,2
"sub eax, edi  | * | cmp eax, 20h  ",msvc,1
"sar eax, 3  | * | jle short loc_4015FF ",msvc,1
"cmp eax, 20h   | * | mov esi, [ebp+arg_8] ",msvc,1
jle short loc_4015FF  | * | loc_40159E:  ,msvc,1
"mov esi, [ebp+arg_8]  | * | test esi, esi ",msvc,1
loc_40159E:   | * | jle short loc_401619 ,msvc,1
"test esi, esi  | * | push ebx ",msvc,1
"jle short loc_401619  | * | lea eax, [ebp+var_C] ",msvc,1
"lea eax, [ebp+var_C]  | * | push eax ",msvc,1
push edi  | * | call sub_401650 ,msvc,1
"push eax  | * | mov eax, esi ",msvc,1
call sub_401650  | * | cdq ,msvc,1
"mov eax, esi  | * | sub eax, edx ",msvc,1
"cdq  | * | sar eax, 1 ",msvc,5
"sub eax, edx  | * | mov esi, eax ",msvc,1
"sar eax, 1  | * | cdq ",msvc,1
"mov esi, eax  | * | sub eax, edx ",msvc,1
"cdq  | * | mov edx, [ebp+var_C] ",msvc,1
"sub eax, edx  | * | sar eax, 1 ",msvc,1
"mov edx, [ebp+var_C]  | * | add esi, eax ",msvc,1
"sar eax, 1  | * | mov eax, [ebp+var_8] ",msvc,1
"add esi, eax  | * | mov ecx, ebx ",msvc,1
"mov eax, [ebp+var_8]  | * | sub ecx, eax ",msvc,1
"mov ecx, ebx  | * | sub edx, edi ",msvc,1
"sub ecx, eax  | * | add esp, 0Ch ",msvc,1
"sub edx, edi  | * | and ecx, 0FFFFFFF8h ",msvc,1
"add esp, 0Ch  | * | and edx, 0FFFFFFF8h ",msvc,1
"and ecx, 0FFFFFFF8h  | * | push esi ",msvc,1
"and edx, 0FFFFFFF8h  | * | cmp edx, ecx ",msvc,1
push esi  | * | jge short loc_4015E6 ,msvc,1
"cmp edx, ecx  | * | mov eax, [ebp+var_C] ",msvc,1
jge short loc_4015E6  | * | push eax ,msvc,1
"mov eax, [ebp+var_C]  | * | push edi ",msvc,1
"push edi  | * | mov edi, [ebp+var_8] ",msvc,1
call sub_401580  | * | jmp short loc_4015F0 ,msvc,1
"mov edi, [ebp+var_8]  | * | loc_4015E6:  ",msvc,1
jmp short loc_4015F0  | * | push ebx ,msvc,1
loc_4015E6:   | * | push eax ,msvc,1
push ebx  | * | call sub_401580 ,msvc,1
"push eax  | * | mov ebx, [ebp+var_C] ",msvc,1
call sub_401580  | * | loc_4015F0:  ,msvc,1
"mov ebx, [ebp+var_C]  | * | mov eax, ebx ",msvc,1
"loc_4015F0:   | * | sub eax, edi ",msvc,1
"sub eax, edi  | * | add esp, 0Ch ",msvc,1
"sar eax, 3  | * | cmp eax, 20h  ",msvc,1
"add esp, 0Ch  | * | jg short loc_40159E ",msvc,1
"cmp eax, 20h   | * | loc_4015FF:  ",msvc,1
"jg short loc_40159E  | * | cmp eax, 1 ",msvc,1
loc_4015FF:   | * | jle short loc_401612 ,msvc,1
"cmp eax, 1  | * | cmp edi, ebx ",msvc,1
jle short loc_401612  | * | jz short loc_401612 ,msvc,1
"cmp edi, ebx  | * | push ebx ",msvc,1
jz short loc_401612  | * | push edi ,msvc,1
push ebx  | * | call sub_401A60 ,msvc,1
"push edi  | * | add esp, 8 ",msvc,1
call sub_401A60  | * | loc_401612:  ,msvc,1
"add esp, 8  | * | pop edi ",msvc,1
loc_401612:   | * | pop esi ,msvc,1
pop ebp  | * | loc_401619:  ,msvc,1
"retn  | * | cmp eax, 20h  ",msvc,1
loc_401619:   | * | jle short loc_4015FF ,msvc,1
"cmp eax, 20h   | * | mov ecx, ebx ",msvc,1
"jle short loc_4015FF  | * | sub ecx, edi ",msvc,1
"mov ecx, ebx  | * | and ecx, 0FFFFFFF8h ",msvc,1
"sub ecx, edi  | * | cmp ecx, 8 ",msvc,1
"and ecx, 0FFFFFFF8h  | * | jle short loc_401633 ",msvc,1
"cmp ecx, 8  | * | mov eax, ebx ",msvc,1
"jle short loc_401633  | * | mov ecx, edi ",msvc,1
"mov eax, ebx  | * | call sub_401900 ",msvc,1
"mov ecx, edi  | * | loc_401633:  ",msvc,1
"call sub_401900  | * | mov eax, ebx ",msvc,1
loc_401633:   | * | call sub_4019F0 ,msvc,1
"mov eax, ebx  | * | pop edi ",msvc,2
call sub_4019F0  | * | pop esi ,msvc,1
pop ebp  | * | sub_401580 endp ,msvc,1
retn  | * | align 10h ,msvc,8
sub_401580 endp  | * | sub_401650 proc near  ,msvc,1
var_8 = dword ptr -8  | * | arg_0 = dword ptr 8 ,data,1
"push ebp  | * | sub esp, 0Ch ",msvc,1
"mov ebp, esp  | * | mov ecx, [ebp+arg_8] ",msvc,1
"sub esp, 0Ch  | * | push ebx ",msvc,1
"mov ecx, [ebp+arg_8]  | * | push esi ",msvc,1
"push ebx  | * | mov esi, [ebp+arg_4] ",msvc,1
"push esi  | * | mov eax, ecx ",msvc,1
"mov esi, [ebp+arg_4]  | * | sub eax, esi ",msvc,1
"mov eax, ecx  | * | sar eax, 3 ",msvc,1
"sub eax, esi  | * | cdq ",msvc,1
"sar eax, 3  | * | sub eax, edx ",msvc,1
"cdq  | * | add ecx, 0FFFFFFF8h ",msvc,1
"sub eax, edx  | * | push edi ",msvc,1
"add ecx, 0FFFFFFF8h  | * | sar eax, 1 ",msvc,1
push edi  | * | push ecx ,msvc,1
"sar eax, 1  | * | lea ebx, [esi+eax*8] ",msvc,1
"push ecx  | * | mov ecx, esi ",msvc,1
"lea ebx, [esi+eax*8]  | * | call sub_401880 ",msvc,1
"mov ecx, esi  | * | add esp, 4 ",msvc,1
"call sub_401880  | * | lea edi, [ebx+8] ",msvc,1
"add esp, 4  | * | mov eax, ebx ",msvc,1
"lea edi, [ebx+8]  | * | mov [ebp+var_4], edi ",msvc,1
"mov eax, ebx  | * | cmp esi, ebx ",msvc,1
"mov [ebp+var_4], edi  | * | jnb short loc_4016AD ",msvc,1
"cmp esi, ebx  | * | loc_401688:  ",msvc,1
"jnb short loc_4016AD  | * | mov ecx, [eax] ",msvc,1
"loc_401688:   | * | mov edx, [eax-8] ",msvc,1
"mov ecx, [eax]  | * | cmp ecx, edx ",msvc,1
"mov edx, [eax-8]  | * | jg short loc_4016AD ",msvc,1
"cmp ecx, edx  | * | jl short loc_4016AD ",msvc,1
"jg short loc_4016AD  | * | mov ebx, [eax-4] ",msvc,1
"jl short loc_4016AD  | * | cmp ebx, [eax+4] ",msvc,1
"mov ebx, [eax-4]  | * | jl short loc_4016AD ",msvc,1
"cmp ebx, [eax+4]  | * | cmp ecx, edx ",msvc,1
jl short loc_4016AD  | * | jl short loc_4016AD ,msvc,1
"cmp ecx, edx  | * | mov ecx, [eax+4] ",msvc,1
"jl short loc_4016AD  | * | cmp ecx, ebx ",msvc,1
"mov ecx, [eax+4]  | * | jl short loc_4016AD ",msvc,1
"cmp ecx, ebx  | * | add eax, 0FFFFFFF8h ",msvc,1
"jl short loc_4016AD  | * | cmp esi, eax ",msvc,1
"add eax, 0FFFFFFF8h  | * | jb short loc_401688 ",msvc,1
"cmp esi, eax  | * | loc_4016AD:  ",msvc,1
"jb short loc_401688  | * | mov esi, [ebp+arg_8] ",msvc,1
"loc_4016AD:   | * | cmp edi, esi ",msvc,1
"mov esi, [ebp+arg_8]  | * | jnb short loc_4016DB ",msvc,1
"cmp edi, esi  | * | mov edx, [eax] ",msvc,1
jnb short loc_4016DB  | * | loc_4016B6:  ,msvc,1
"mov edx, [eax]  | * | mov ecx, [edi] ",msvc,1
"loc_4016B6:   | * | cmp edx, ecx ",msvc,1
"mov ecx, [edi]  | * | jg short loc_4016D8 ",msvc,1
"cmp edx, ecx  | * | jl short loc_4016D8 ",msvc,1
"jg short loc_4016D8  | * | mov ebx, [edi+4] ",msvc,1
"jl short loc_4016D8  | * | cmp ebx, [eax+4] ",msvc,1
"mov ebx, [edi+4]  | * | jl short loc_4016D8 ",msvc,1
"cmp ebx, [eax+4]  | * | cmp edx, ecx ",msvc,1
jl short loc_4016D8  | * | jl short loc_4016D8 ,msvc,1
"cmp edx, ecx  | * | mov ecx, [eax+4] ",msvc,1
"jl short loc_4016D8  | * | cmp ecx, ebx ",msvc,1
"mov ecx, [eax+4]  | * | jl short loc_4016D8 ",msvc,1
"cmp ecx, ebx  | * | add edi, 8 ",msvc,1
"jl short loc_4016D8  | * | cmp edi, esi ",msvc,1
"add edi, 8  | * | jb short loc_4016B6 ",msvc,1
"cmp edi, esi  | * | loc_4016D8:  ",msvc,1
"jb short loc_4016B6  | * | mov [ebp+var_4], edi ",msvc,1
loc_4016D8:   | * | loc_4016DB:  ,msvc,1
"mov [ebp+var_4], edi  | * | mov ebx, eax ",msvc,1
"loc_4016DB:   | * | mov ecx, edi ",msvc,1
"mov ebx, eax  | * | mov [ebp+var_8], ebx ",msvc,1
"mov ecx, edi  | * | loc_4016E2:  ",msvc,1
"mov [ebp+var_8], ebx  | * | cmp ecx, [ebp+arg_8] ",msvc,1
loc_4016E2:   | * | jnb short loc_401731 ,msvc,1
"cmp ecx, [ebp+arg_8]  | * | loc_4016E7:  ",msvc,1
"jnb short loc_401731  | * | mov esi, [ecx] ",msvc,1
"loc_4016E7:   | * | mov edx, [eax] ",msvc,1
"mov esi, [ecx]  | * | cmp esi, edx ",msvc,1
"mov edx, [eax]  | * | jg short loc_401726 ",msvc,1
"cmp esi, edx  | * | jl short loc_40172E ",msvc,1
"jg short loc_401726  | * | mov ebx, [eax+4] ",msvc,1
"jl short loc_40172E  | * | cmp ebx, [ecx+4] ",msvc,1
"mov ebx, [eax+4]  | * | mov ebx, [ebp+var_8] ",msvc,1
"cmp ebx, [ecx+4]  | * | jl short loc_401726 ",msvc,1
"mov ebx, [ebp+var_8]  | * | cmp esi, edx ",msvc,1
jl short loc_401726  | * | jl short loc_40172E ,msvc,1
"cmp esi, edx  | * | mov edx, [ecx+4] ",msvc,1
"jl short loc_40172E  | * | cmp edx, [eax+4] ",msvc,1
"mov edx, [ecx+4]  | * | jl short loc_40172E ",msvc,1
"cmp edx, [eax+4]  | * | mov edx, edi ",msvc,1
"jl short loc_40172E  | * | add edi, 8 ",msvc,1
"mov edx, edi  | * | cmp edx, ecx ",msvc,1
"add edi, 8  | * | jz short loc_401726 ",msvc,1
"cmp edx, ecx  | * | mov ebx, [edx] ",msvc,1
"jz short loc_401726  | * | mov [edx], esi ",msvc,1
"mov ebx, [edx]  | * | mov [ecx], ebx ",msvc,1
"mov [edx], esi  | * | mov ebx, [ecx+4] ",msvc,1
"mov [ecx], ebx  | * | mov esi, [edx+4] ",msvc,1
"mov ebx, [ecx+4]  | * | mov [edx+4], ebx ",msvc,1
"mov esi, [edx+4]  | * | mov ebx, [ebp+var_8] ",msvc,1
"mov [edx+4], ebx  | * | mov [ecx+4], esi ",msvc,1
"mov ebx, [ebp+var_8]  | * | loc_401726:  ",msvc,1
"mov [ecx+4], esi  | * | add ecx, 8 ",msvc,1
"loc_401726:   | * | cmp ecx, [ebp+arg_8] ",msvc,1
"add ecx, 8  | * | jb short loc_4016E7 ",msvc,1
"cmp ecx, [ebp+arg_8]  | * | loc_40172E:  ",msvc,1
"jb short loc_4016E7  | * | mov [ebp+var_4], edi ",msvc,1
loc_40172E:   | * | loc_401731:  ,msvc,1
"mov [ebp+var_4], edi  | * | cmp ebx, [ebp+arg_4] ",msvc,1
loc_401731:   | * | jbe short loc_401791 ,msvc,1
"cmp ebx, [ebp+arg_4]  | * | lea edx, [ebx-8] ",msvc,1
"jbe short loc_401791  | * | lea esp, [esp+0] ",msvc,1
"lea edx, [ebx-8]  | * | loc_401740:  ",msvc,1
"lea esp, [esp+0]  | * | mov esi, [eax] ",msvc,1
"loc_401740:   | * | mov ebx, [edx] ",msvc,1
"mov esi, [eax]  | * | cmp esi, ebx ",msvc,1
"mov ebx, [edx]  | * | jg short loc_40177A ",msvc,1
"cmp esi, ebx  | * | jl short loc_40178B ",msvc,1
"jg short loc_40177A  | * | mov edi, [edx+4] ",msvc,1
"jl short loc_40178B  | * | cmp edi, [eax+4] ",msvc,1
"mov edi, [edx+4]  | * | mov edi, [ebp+var_4] ",msvc,1
"cmp edi, [eax+4]  | * | jl short loc_40177A ",msvc,1
"mov edi, [ebp+var_4]  | * | cmp esi, ebx ",msvc,1
jl short loc_40177A  | * | jl short loc_40178B ,msvc,1
"cmp esi, ebx  | * | mov esi, [eax+4] ",msvc,1
"jl short loc_40178B  | * | cmp esi, [edx+4] ",msvc,1
"mov esi, [eax+4]  | * | jl short loc_40178B ",msvc,1
"cmp esi, [edx+4]  | * | sub eax, 8 ",msvc,1
"jl short loc_40178B  | * | cmp eax, edx ",msvc,1
"sub eax, 8  | * | jz short loc_40177A ",msvc,1
"cmp eax, edx  | * | mov esi, [eax] ",msvc,1
"jz short loc_40177A  | * | mov [eax], ebx ",msvc,1
"mov esi, [eax]  | * | mov [edx], esi ",msvc,1
"mov [eax], ebx  | * | mov ebx, [edx+4] ",msvc,1
"mov [edx], esi  | * | mov esi, [eax+4] ",msvc,1
"mov ebx, [edx+4]  | * | mov [eax+4], ebx ",msvc,1
"mov esi, [eax+4]  | * | mov [edx+4], esi ",msvc,1
"mov [eax+4], ebx  | * | loc_40177A:  ",msvc,1
"mov [edx+4], esi  | * | mov esi, [ebp+var_8] ",msvc,1
"loc_40177A:   | * | sub esi, 8 ",msvc,1
"mov esi, [ebp+var_8]  | * | sub edx, 8 ",msvc,1
"sub esi, 8  | * | mov [ebp+var_8], esi ",msvc,1
"sub edx, 8  | * | cmp [ebp+arg_4], esi ",msvc,1
"mov [ebp+var_8], esi  | * | jb short loc_401740 ",msvc,1
"cmp [ebp+arg_4], esi  | * | loc_40178B:  ",msvc,1
"jb short loc_401740  | * | mov ebx, [ebp+var_8] ",msvc,1
"loc_40178B:   | * | cmp ebx, [ebp+arg_4] ",msvc,1
"mov ebx, [ebp+var_8]  | * | loc_401791:  ",msvc,1
"cmp ebx, [ebp+arg_4]  | * | jnz short loc_4017F8 ",msvc,1
"loc_401791:   | * | cmp ecx, [ebp+arg_8] ",msvc,1
jnz short loc_4017F8  | * | jz loc_401865 ,msvc,1
"cmp ecx, [ebp+arg_8]  | * | cmp edi, ecx ",msvc,1
jz loc_401865  | * | jz short loc_4017B8 ,msvc,1
"cmp edi, ecx  | * | cmp eax, edi ",msvc,1
jz short loc_4017B8  | * | jz short loc_4017B8 ,msvc,1
"cmp eax, edi  | * | mov esi, [edi] ",msvc,2
"jz short loc_4017B8  | * | mov edx, [eax] ",msvc,1
"mov esi, [edi]  | * | mov [eax], esi ",msvc,2
"mov edx, [eax]  | * | mov [edi], edx ",msvc,2
"mov [eax], esi  | * | mov esi, [edi+4] ",msvc,2
"mov [edi], edx  | * | mov edx, [eax+4] ",msvc,2
"mov esi, [edi+4]  | * | mov [eax+4], esi ",msvc,2
"mov edx, [eax+4]  | * | mov [edi+4], edx ",msvc,2
"mov [eax+4], esi  | * | loc_4017B8:  ",msvc,1
"mov [edi+4], edx  | * | mov edx, ecx ",msvc,1
"loc_4017B8:   | * | mov esi, eax ",msvc,1
"mov edx, ecx  | * | add edi, 8 ",msvc,1
"mov esi, eax  | * | add eax, 8 ",msvc,1
"add edi, 8  | * | add ecx, 8 ",msvc,1
"add eax, 8  | * | mov [ebp+var_4], edi ",msvc,1
"add ecx, 8  | * | cmp esi, edx ",msvc,1
"mov [ebp+var_4], edi  | * | jz loc_4016E2 ",msvc,2
"cmp esi, edx  | * | mov ebx, [esi] ",msvc,1
"jz loc_4016E2  | * | mov [ebp+var_C], ebx ",msvc,1
"mov ebx, [esi]  | * | mov ebx, [edx] ",msvc,1
"mov [ebp+var_C], ebx  | * | mov [esi], ebx ",msvc,1
"mov ebx, [edx]  | * | mov ebx, [ebp+var_C] ",msvc,1
"mov [esi], ebx  | * | mov [edx], ebx ",msvc,1
"mov ebx, [ebp+var_C]  | * | mov ebx, [esi+4] ",msvc,1
"mov [edx], ebx  | * | mov [ebp+var_C], ebx ",msvc,1
"mov ebx, [esi+4]  | * | mov ebx, [edx+4] ",msvc,1
"mov [ebp+var_C], ebx  | * | mov [esi+4], ebx ",msvc,1
"mov ebx, [edx+4]  | * | mov esi, [ebp+var_C] ",msvc,1
"mov [esi+4], ebx  | * | mov ebx, [ebp+var_8] ",msvc,1
"mov esi, [ebp+var_C]  | * | mov [edx+4], esi ",msvc,1
"mov ebx, [ebp+var_8]  | * | jmp loc_4016E2 ",msvc,1
"mov [edx+4], esi  | * | loc_4017F8:  ",msvc,1
"jmp loc_4016E2  | * | sub ebx, 8 ",msvc,1
"loc_4017F8:   | * | mov [ebp+var_8], ebx ",msvc,1
"sub ebx, 8  | * | cmp ecx, [ebp+arg_8] ",msvc,1
"mov [ebp+var_8], ebx  | * | jnz short loc_401845 ",msvc,1
"cmp ecx, [ebp+arg_8]  | * | sub eax, 8 ",msvc,1
"jnz short loc_401845  | * | cmp ebx, eax ",msvc,1
"sub eax, 8  | * | jz short loc_40181E ",msvc,1
"cmp ebx, eax  | * | mov esi, [eax] ",msvc,1
"jz short loc_40181E  | * | mov edx, [ebx] ",msvc,1
"mov esi, [eax]  | * | mov [ebx], esi ",msvc,1
"mov edx, [ebx]  | * | mov [eax], edx ",msvc,1
"mov [ebx], esi  | * | mov esi, [eax+4] ",msvc,1
"mov [eax], edx  | * | mov edx, [ebx+4] ",msvc,1
"mov esi, [eax+4]  | * | mov [ebx+4], esi ",msvc,1
"mov edx, [ebx+4]  | * | mov [eax+4], edx ",msvc,1
"mov [ebx+4], esi  | * | loc_40181E:  ",msvc,1
"mov [eax+4], edx  | * | sub edi, 8 ",msvc,1
"loc_40181E:   | * | mov [ebp+var_4], edi ",msvc,1
"sub edi, 8  | * | cmp eax, edi ",msvc,1
"jz loc_4016E2  | * | mov edx, [eax] ",msvc,1
"mov [eax+4], esi  | * | jmp loc_4016E2 ",msvc,1
"mov [edi+4], edx  | * | loc_401845:  ",msvc,1
"jmp loc_4016E2  | * | cmp ecx, ebx ",msvc,1
loc_401845:   | * | jz short loc_40185D ,msvc,1
"cmp ecx, ebx  | * | mov esi, [ebx] ",msvc,1
"jz short loc_40185D  | * | mov edx, [ecx] ",msvc,1
"mov esi, [ebx]  | * | mov [ecx], esi ",msvc,1
"mov edx, [ecx]  | * | mov [ebx], edx ",msvc,1
"mov [ecx], esi  | * | mov esi, [ebx+4] ",msvc,1
"mov [ebx], edx  | * | mov edx, [ecx+4] ",msvc,1
"mov esi, [ebx+4]  | * | mov [ecx+4], esi ",msvc,1
"mov edx, [ecx+4]  | * | mov [ebx+4], edx ",msvc,1
"mov [ecx+4], esi  | * | loc_40185D:  ",msvc,1
"mov [ebx+4], edx  | * | add ecx, 8 ",msvc,1
loc_40185D:   | * | jmp loc_4016E2 ,msvc,1
"add ecx, 8  | * | loc_401865:  ",msvc,1
"jmp loc_4016E2  | * | mov ecx, [ebp+arg_0] ",msvc,1
"loc_401865:   | * | mov [ecx+4], edi ",msvc,1
"mov ecx, [ebp+arg_0]  | * | pop edi ",msvc,1
"mov [ecx+4], edi  | * | pop esi ",msvc,1
"pop edi  | * | mov [ecx], eax ",msvc,1
"pop esi  | * | mov eax, ecx ",msvc,1
"mov [ecx], eax  | * | pop ebx ",msvc,1
"mov eax, ecx  | * | mov esp, ebp ",msvc,1
pop ebp  | * | sub_401650 endp ,msvc,1
sub_401650 endp  | * | sub_401880 proc near  ,msvc,1
push ebp  | * | push ecx ,msvc,2
"mov ebp, esp  | * | mov edx, [ebp+arg_0] ",msvc,1
"push ecx  | * | mov eax, edx ",msvc,1
"mov edx, [ebp+arg_0]  | * | sub eax, ecx ",msvc,1
"mov eax, edx  | * | sar eax, 3 ",msvc,1
"sub eax, ecx  | * | cmp eax, 28h  ",msvc,1
"sar eax, 3  | * | jle short loc_4018ED ",msvc,1
"cmp eax, 28h   | * | inc eax ",msvc,1
jle short loc_4018ED  | * | cdq ,msvc,1
"inc eax  | * | and edx, 7 ",msvc,1
"cdq  | * | add eax, edx ",msvc,1
"and edx, 7  | * | sar eax, 3 ",msvc,1
"add eax, edx  | * | push esi ",msvc,1
"sar eax, 3  | * | mov esi, eax ",msvc,1
push esi  | * | push edi ,msvc,3
"mov esi, eax  | * | lea edi, ds:0[eax*8] ",msvc,1
"push edi  | * | shl esi, 4 ",msvc,1
"lea edi, ds:0[eax*8]  | * | lea eax, [edi+ecx] ",msvc,1
"shl esi, 4  | * | lea edx, [esi+ecx] ",msvc,1
"lea eax, [edi+ecx]  | * | mov [ebp+var_4], eax ",msvc,1
"lea edx, [esi+ecx]  | * | call sub_401AF0 ",msvc,1
"mov [ebp+var_4], eax  | * | mov ecx, ebx ",msvc,1
"call sub_401AF0  | * | lea edx, [edi+ebx] ",msvc,1
"mov ecx, ebx  | * | sub ecx, edi ",msvc,1
"lea edx, [edi+ebx]  | * | mov eax, ebx ",msvc,1
"sub ecx, edi  | * | call sub_401AF0 ",msvc,1
"mov eax, ebx  | * | mov edx, [ebp+arg_0] ",msvc,1
"call sub_401AF0  | * | mov eax, edx ",msvc,1
"mov edx, [ebp+arg_0]  | * | mov ecx, edx ",msvc,1
"mov eax, edx  | * | sub eax, edi ",msvc,1
"mov ecx, edx  | * | sub ecx, esi ",msvc,1
"sub eax, edi  | * | mov [ebp+arg_0], eax ",msvc,1
"sub ecx, esi  | * | call sub_401AF0 ",msvc,1
"mov [ebp+arg_0], eax  | * | mov edx, [ebp+arg_0] ",msvc,1
"call sub_401AF0  | * | mov ecx, [ebp+var_4] ",msvc,1
"mov edx, [ebp+arg_0]  | * | mov eax, ebx ",msvc,1
"mov ecx, [ebp+var_4]  | * | call sub_401AF0 ",msvc,1
call sub_401AF0  | * | pop esi ,msvc,1
"pop edi  | * | mov esp, ebp ",msvc,1
pop ebp  | * | loc_4018ED:  ,msvc,1
"retn  | * | mov eax, ebx ",msvc,1
loc_4018ED:   | * | call sub_401AF0 ,msvc,1
"mov eax, ebx  | * | mov esp, ebp ",msvc,1
call sub_401AF0  | * | pop ebp ,msvc,1
pop ebp  | * | sub_401880 endp ,msvc,1
sub_401880 endp  | * | sub_401900 proc near  ,msvc,1
"sub esp, 10h  | * | mov ebx, eax ",msvc,1
"push ebx  | * | sub ebx, ecx ",msvc,1
"mov ebx, eax  | * | sar ebx, 3 ",msvc,1
"sub ebx, ecx  | * | mov eax, ebx ",msvc,1
"sar ebx, 3  | * | cdq ",msvc,1
"mov eax, ebx  | * | push esi ",msvc,1
"cdq  | * | sub eax, edx ",msvc,1
"sub eax, edx  | * | mov edi, eax ",msvc,1
"push edi  | * | sar edi, 1 ",msvc,1
"mov edi, eax  | * | mov [ebp+var_4], ebx ",msvc,1
"sar edi, 1  | * | test edi, edi ",msvc,1
"mov [ebp+var_4], ebx  | * | jle loc_4019E7 ",msvc,1
"test edi, edi  | * | lea eax, [edi+edi+2] ",msvc,1
