idiom,label,count
arg_0 = dword ptr 8  | * | arg_8 = dword ptr 10h ,data,1
push eax  | * | call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z  ,msvc,1
"add ecx, esi  | * | mov [ebp+var_4], 4 ",msvc,1
call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z   | * | call ds:?uncaught_exception@std@@YA_NXZ  ,msvc,1
"mov [ebp+var_4], 4  | * | mov edi, [ebp+var_20] ",msvc,1
"call ds:?uncaught_exception@std@@YA_NXZ   | * | test al, al ",msvc,1
"mov edi, [ebp+var_20]  | * | jnz short loc_4014C4 ",msvc,1
"test al, al  | * | mov ecx, edi ",msvc,1
jnz short loc_4014C4  | * | call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ  ,msvc,1
"mov ecx, edi  | * | loc_4014C4:  ",msvc,1
"loc_4014C4:   | * | mov edx, [edi] ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov eax, [edx+4] ",msvc,1
"mov edx, [edi]  | * | mov ecx, [eax+edi+38h] ",msvc,1
"mov eax, [edx+4]  | * | test ecx, ecx ",msvc,1
"mov ecx, [eax+edi+38h]  | * | jz short loc_4014DF ",msvc,1
"jz short loc_4014DF  | * | mov eax, [edx+8] ",msvc,1
"mov eax, [edx+8]  | * | loc_4014DF:  ",msvc,1
"call eax  | * | mov eax, esi ",msvc,1
"loc_4014DF:   | * | mov ecx, [ebp+var_C] ",msvc,1
"mov eax, esi  | * | mov large fs:0, ecx ",msvc,1
"mov large fs:0, ecx  | * | pop edi ",msvc,1
pop ecx  | * | pop esi ,msvc,1
pop ebp  | * | loc_4014F3:  ,msvc,1
"retn  | * | add edi, 0FFFFFFFFh ",msvc,1
"loc_4014F3:   | * | adc ebx, 0FFFFFFFFh ",msvc,1
"add edi, 0FFFFFFFFh  | * | jmp loc_401410 ",msvc,1
"adc ebx, 0FFFFFFFFh  | * | align 10h ",msvc,1
jmp loc_401410  | * | loc_401500:  ,msvc,1
"align 10h  | * | test ebx, ebx ",msvc,1
loc_401500:   | * | jl loc_40147F ,msvc,1
"test ebx, ebx  | * | jg short loc_401512 ",msvc,1
"jl loc_40147F  | * | test edi, edi ",msvc,1
jg short loc_401512  | * | jz loc_40147F ,msvc,1
"test edi, edi  | * | loc_401512:  ",msvc,1
"jz loc_40147F  | * | mov edx, [esi] ",msvc,1
"loc_401512:   | * | mov eax, [edx+4] ",msvc,1
call ds:?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z   | * | jnz short loc_40153A ,msvc,1
jnz short loc_40153A  | * | jmp loc_40147F ,msvc,1
"or [ebp+var_14], 4  | * | loc_40153A:  ",msvc,1
"jmp loc_40147F  | * | add edi, 0FFFFFFFFh ",msvc,1
"loc_40153A:   | * | adc ebx, 0FFFFFFFFh ",msvc,1
"add edi, 0FFFFFFFFh  | * | jmp short loc_401500 ",msvc,1
"adc ebx, 0FFFFFFFFh  | * | loc_401542:  ",msvc,1
"jmp short loc_401500  | * | mov eax, [ebp+arg_0] ",msvc,1
"loc_401542:   | * | mov ecx, [eax] ",msvc,1
"mov eax, [ebp+arg_0]  | * | mov ecx, [ecx+4] ",msvc,1
"mov ecx, [eax]  | * | push 1 ",msvc,1
"mov ecx, [ecx+4]  | * | push 4 ",msvc,1
"push 1  | * | add ecx, eax ",msvc,1
push 4  | * | call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z  ,msvc,1
"add ecx, eax  | * | mov [ebp+var_4], 1 ",msvc,1
"call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z   | * | mov eax, offset loc_401563 ",msvc,1
"mov [ebp+var_4], 1  | * | retn ",msvc,1
"mov eax, offset loc_401563  | * | loc_401563:  ",msvc,1
"retn  | * | mov esi, [ebp+arg_0] ",msvc,1
loc_401563:   | * | jmp loc_401495 ,msvc,1
"mov esi, [ebp+arg_0]  | * | sub_401340 endp ",msvc,1
jmp loc_401495  | * | sub_40195A proc near  ,msvc,1
sub_401340 endp  | * | push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z  ,msvc,1
sub_40195A proc near   | * | call ds:SetUnhandledExceptionFilter ,msvc,1
"push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z   | * | xor eax, eax ",msvc,1
call ds:SetUnhandledExceptionFilter  | * | retn ,msvc,1
"xor eax, eax  | * | sub_40195A endp ",msvc,1
retn  | * | sub_401A26 proc near  ,msvc,1
"sub_40195A endp  | * | mov edi, edi ",msvc,1
sub_401A26 proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_402240 ",msvc,1
"push esi  | * | mov esi, offset unk_402240 ",msvc,1
"mov eax, offset unk_402240  | * | push edi ",msvc,1
"mov esi, offset unk_402240  | * | mov edi, eax ",msvc,1
"push edi  | * | cmp eax, esi ",msvc,2
"mov edi, eax  | * | jnb short loc_401A49 ",msvc,1
"cmp eax, esi  | * | loc_401A3A:  ",msvc,1
"jnb short loc_401A49  | * | mov eax, [edi] ",msvc,1
"loc_401A3A:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_401A42 ",msvc,1
"test eax, eax  | * | call eax ",msvc,2
jz short loc_401A42  | * | loc_401A42:  ,msvc,1
"call eax  | * | add edi, 4 ",msvc,2
"loc_401A42:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_401A3A ",msvc,1
"cmp edi, esi  | * | loc_401A49:  ",msvc,1
jb short loc_401A3A  | * | pop edi ,msvc,1
loc_401A49:   | * | pop esi ,msvc,1
pop esi  | * | sub_401A26 endp ,msvc,1
retn  | * | sub_401A4C proc near  ,msvc,1
"sub_401A26 endp  | * | mov edi, edi ",msvc,1
sub_401A4C proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_402248 ",msvc,1
"push esi  | * | mov esi, offset unk_402248 ",msvc,1
"mov eax, offset unk_402248  | * | push edi ",msvc,1
"mov esi, offset unk_402248  | * | mov edi, eax ",msvc,1
"mov edi, eax  | * | jnb short loc_401A6F ",msvc,1
"cmp eax, esi  | * | loc_401A60:  ",msvc,1
"jnb short loc_401A6F  | * | mov eax, [edi] ",msvc,1
"loc_401A60:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_401A68 ",msvc,1
jz short loc_401A68  | * | loc_401A68:  ,msvc,1
"loc_401A68:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_401A60 ",msvc,1
"cmp edi, esi  | * | loc_401A6F:  ",msvc,1
jb short loc_401A60  | * | pop edi ,msvc,1
loc_401A6F:   | * | pop esi ,msvc,1
pop esi  | * | sub_401A4C endp ,msvc,1
sub_401A4C endp  | * | align 10h ,msvc,1
align 10h  | * | align 10h ,msvc,2
align 10h  | * | sub_401C86 proc near  ,msvc,1
"align 10h  | * | xor eax, eax ",msvc,1
sub_401C86 proc near   | * | retn ,msvc,1
"xor eax, eax  | * | sub_401C86 endp ",msvc,1
sub_401C86 endp  | * | align 10h ,msvc,1
align 10h  | * | loc_401D70:  ,msvc,1
"align 10h  | * | mov eax, [ebp+arg_0] ",msvc,1
loc_401D70:   | * | jmp loc_401320 ,msvc,1
"mov eax, [ebp+arg_0]  | * | SEH_4012B0:  ",msvc,1
"jmp loc_401320  | * | mov edx, [esp-4+arg_4] ",msvc,2
"SEH_4012B0:   | * | lea eax, [edx+0Ch] ",msvc,1
"mov edx, [esp-4+arg_4]  | * | mov ecx, [edx-8] ",msvc,1
"lea eax, [edx+0Ch]  | * | xor ecx, eax ",msvc,2
"mov ecx, [edx-8]  | * | call @__security_check_cookie@4  ",msvc,1
"xor ecx, eax  | * | mov eax, offset stru_4022B4 ",msvc,1
call @__security_check_cookie@4   | * | jmp __CxxFrameHandler3 ,msvc,2
"mov eax, offset stru_4022B4  | * | align 10h ",msvc,1
jmp __CxxFrameHandler3  | * | loc_401DA0:  ,msvc,1
"align 10h  | * | lea eax, [ebp+var_20] ",msvc,1
loc_401DA0:   | * | jmp loc_401320 ,msvc,1
"lea eax, [ebp+var_20]  | * | loc_401DA8:  ",msvc,1
"jmp loc_401320  | * | lea eax, [ebp+var_20] ",msvc,1
loc_401DA8:   | * | push eax ,msvc,1
"lea eax, [ebp+var_20]  | * | call sub_4012B0 ",msvc,1
push eax  | * | retn ,msvc,1
call sub_4012B0  | * | loc_401DB2:  ,msvc,1
"retn  | * | lea eax, [ebp+var_20] ",msvc,1
loc_401DB2:   | * | jmp loc_401320 ,msvc,1
"lea eax, [ebp+var_20]  | * | SEH_401340:  ",msvc,1
"SEH_401340:   | * | lea eax, [edx+0Ch] ",msvc,1
"mov edx, [esp-4+arg_4]  | * | mov ecx, [edx-24h] ",msvc,1
"mov ecx, [edx-24h]  | * | call @__security_check_cookie@4  ",msvc,1
"xor ecx, eax  | * | mov eax, offset stru_402324 ",msvc,1
"mov eax, offset stru_402324  | * | align 40h ",msvc,1
jmp __CxxFrameHandler3  | * | dd 80h dup(?) ,msvc,1
align 40h  | * | _text ends ,msvc,1
