idiom,label,count
"push rbp  | * | mov al, dil ",xcode,1
"mov [rbp+var_440], eax  | * | loc_100001E8A:  ",xcode,1
jmp loc_100001D2B  | * | jmp $+5 ,xcode,1
loc_100001E8A:   | * | loc_100001E8F:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_43C] ",xcode,1
"loc_100001E8F:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_43C]  | * | mov [rbp+var_43C], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001D0A ",xcode,1
"mov [rbp+var_43C], eax  | * | loc_100001EA5:  ",xcode,1
"jmp loc_100001D0A  | * | mov [rbp+var_448], 0 ",xcode,1
loc_100001EA5:   | * | loc_100001EAF:  ,xcode,1
"mov [rbp+var_448], 0  | * | cmp [rbp+var_448], 22h  ",xcode,1
loc_100001EAF:   | * | jge loc_100001F6F ,xcode,1
"cmp [rbp+var_448], 22h   | * | mov [rbp+var_44C], 0 ",xcode,1
jge loc_100001F6F  | * | loc_100001EC9:  ,xcode,1
"mov [rbp+var_44C], 0  | * | cmp [rbp+var_44C], 22h  ",xcode,1
loc_100001EC9:   | * | jge loc_100001F54 ,xcode,1
"cmp [rbp+var_44C], 22h   | * | lea rax, _g ",xcode,1
"jge loc_100001F54  | * | movsxd rcx, [rbp+var_44C] ",xcode,1
"lea rax, _g  | * | movsxd rdx, [rbp+var_448] ",xcode,1
"movsxd rcx, [rbp+var_44C]  | * | imul rdx, 88h ",xcode,1
"movsxd rdx, [rbp+var_448]  | * | add rax, rdx ",xcode,1
"add rax, rdx  | * | jz loc_100001F39 ",xcode,1
"cmp dword ptr [rax+rcx*4], 0  | * | lea rax, _c2 ",xcode,2
"jz loc_100001F39  | * | lea rcx, _c1 ",xcode,1
"lea rax, _c2  | * | movsxd rdx, [rbp+var_448] ",xcode,1
"lea rcx, _c1  | * | mov esi, [rcx+rdx*4] ",xcode,2
"movsxd rdx, [rbp+var_448]  | * | add esi, 1 ",xcode,1
"mov esi, [rcx+rdx*4]  | * | mov [rcx+rdx*4], esi ",xcode,1
"add esi, 1  | * | movsxd rcx, [rbp+var_44C] ",xcode,1
"mov [rcx+rdx*4], esi  | * | mov esi, [rax+rcx*4] ",xcode,1
"movsxd rcx, [rbp+var_44C]  | * | add esi, 1 ",xcode,1
"mov esi, [rax+rcx*4]  | * | mov [rax+rcx*4], esi ",xcode,1
"add esi, 1  | * | loc_100001F39:  ",xcode,1
"mov [rax+rcx*4], esi  | * | jmp $+5 ",xcode,1
loc_100001F39:   | * | loc_100001F3E:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_44C] ",xcode,1
"loc_100001F3E:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_44C]  | * | mov [rbp+var_44C], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001EC9 ",xcode,1
"mov [rbp+var_44C], eax  | * | loc_100001F54:  ",xcode,1
jmp loc_100001EC9  | * | jmp $+5 ,xcode,1
loc_100001F54:   | * | loc_100001F59:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_448] ",xcode,1
"loc_100001F59:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_448]  | * | mov [rbp+var_448], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001EAF ",xcode,1
"mov [rbp+var_448], eax  | * | loc_100001F6F:  ",xcode,1
"jmp loc_100001EAF  | * | lea rax, _was ",xcode,1
"loc_100001F6F:   | * | mov esi, 0  ",xcode,1
"lea rax, _was  | * | mov rdx, 88h  ",xcode,1
"mov esi, 0   | * | mov [rbp+var_450], 0 ",xcode,1
"mov rdx, 88h   | * | mov [rbp+var_454], 0 ",xcode,1
"mov [rbp+var_450], 0  | * | mov [rbp+var_458], 0 ",xcode,1
"mov [rbp+var_454], 0  | * | mov [rbp+var_45C], 0 ",xcode,1
"mov [rbp+var_458], 0  | * | mov [rbp+var_460], 0 ",xcode,1
"mov [rbp+var_45C], 0  | * | mov rdi, rax  ",xcode,1
"mov [rbp+var_460], 0  | * | call _memset ",xcode,1
"mov rdi, rax   | * | mov [rbp+var_464], 0 ",xcode,1
call _memset  | * | loc_100001FC9:  ,xcode,1
"mov [rbp+var_464], 0  | * | cmp [rbp+var_464], 22h  ",xcode,1
loc_100001FC9:   | * | jge loc_1000022B3 ,xcode,1
"cmp [rbp+var_464], 22h   | * | lea rax, [rbp+var_40] ",xcode,1
"jge loc_1000022B3  | * | lea rcx, _c2 ",xcode,1
"lea rax, [rbp+var_40]  | * | lea rdx, _c1 ",xcode,1
"lea rcx, _c2  | * | movsxd rsi, [rbp+var_464] ",xcode,1
"lea rdx, _c1  | * | shl rsi, 2 ",xcode,1
"movsxd rsi, [rbp+var_464]  | * | add rdx, rsi ",xcode,1
"shl rsi, 2  | * | movsxd rsi, [rbp+var_464] ",xcode,1
"add rdx, rsi  | * | shl rsi, 2 ",xcode,1
"movsxd rsi, [rbp+var_464]  | * | add rcx, rsi ",xcode,1
"shl rsi, 2  | * | mov [rbp+var_48], rdx ",xcode,1
"add rcx, rsi  | * | mov [rbp+var_50], rcx ",xcode,1
"mov [rbp+var_48], rdx  | * | mov rcx, [rbp+var_48] ",xcode,2
"mov [rbp+var_50], rcx  | * | mov rdx, [rbp+var_50] ",xcode,1
"mov rcx, [rbp+var_48]  | * | mov [rbp+var_30], rcx ",xcode,1
"mov rdx, [rbp+var_50]  | * | mov [rbp+var_38], rdx ",xcode,1
"mov [rbp+var_30], rcx  | * | mov rcx, [rbp+var_30] ",xcode,1
"mov [rbp+var_38], rdx  | * | mov rdx, [rbp+var_38] ",xcode,1
"mov rcx, [rbp+var_30]  | * | mov [rbp+var_18], rax ",xcode,1
"mov rdx, [rbp+var_38]  | * | mov [rbp+var_20], rcx ",xcode,1
"mov [rbp+var_18], rax  | * | mov [rbp+var_28], rdx ",xcode,1
"mov [rbp+var_20], rcx  | * | mov rax, [rbp+var_20] ",xcode,1
"mov [rbp+var_28], rdx  | * | mov edi, [rax] ",xcode,1
"mov rax, [rbp+var_20]  | * | mov rax, [rbp+var_28] ",xcode,1
"mov edi, [rax]  | * | cmp edi, [rax] ",xcode,1
"mov rax, [rbp+var_28]  | * | jge loc_100002055 ",xcode,1
"cmp edi, [rax]  | * | mov rax, [rbp+var_38] ",xcode,1
"jge loc_100002055  | * | mov [rbp+var_548], rax ",xcode,1
"mov rax, [rbp+var_38]  | * | jmp loc_100002060 ",xcode,1
"mov [rbp+var_548], rax  | * | loc_100002055:  ",xcode,1
"jmp loc_100002060  | * | mov rax, [rbp+var_30] ",xcode,1
"loc_100002055:   | * | mov [rbp+var_548], rax ",xcode,1
"mov rax, [rbp+var_30]  | * | loc_100002060:  ",xcode,1
"mov [rbp+var_548], rax  | * | mov rax, [rbp+var_548] ",xcode,1
"loc_100002060:   | * | lea rcx, [rbp+var_88] ",xcode,1
"mov rax, [rbp+var_548]  | * | lea rdx, [rbp+var_46C] ",xcode,1
"lea rcx, [rbp+var_88]  | * | lea rsi, [rbp+var_468] ",xcode,1
"lea rdx, [rbp+var_46C]  | * | lea rdi, _c2 ",xcode,1
"lea rsi, [rbp+var_468]  | * | lea r8, _c1 ",xcode,1
"lea rdi, _c2  | * | mov r9d, [rax] ",xcode,1
"lea r8, _c1  | * | mov r10d, [rbp+var_45C] ",xcode,1
"mov r9d, [rax]  | * | add r10d, r9d ",xcode,2
"mov r10d, [rbp+var_45C]  | * | mov [rbp+var_45C], r10d ",xcode,1
"add r10d, r9d  | * | mov [rbp+var_468], 0 ",xcode,1
"mov [rbp+var_45C], r10d  | * | movsxd rax, [rbp+var_464] ",xcode,1
"mov [rbp+var_468], 0  | * | mov r9d, [r8+rax*4] ",xcode,1
"movsxd rax, [rbp+var_464]  | * | movsxd rax, [rbp+var_464] ",xcode,3
"mov r9d, [r8+rax*4]  | * | sub r9d, [rdi+rax*4] ",xcode,2
"movsxd rax, [rbp+var_464]  | * | mov [rbp+var_46C], r9d ",xcode,1
"sub r9d, [rdi+rax*4]  | * | mov [rbp+var_90], rsi ",xcode,1
"mov [rbp+var_46C], r9d  | * | mov [rbp+var_98], rdx ",xcode,1
"mov [rbp+var_90], rsi  | * | mov rax, [rbp+var_90] ",xcode,1
"mov [rbp+var_98], rdx  | * | mov rdx, [rbp+var_98] ",xcode,1
"mov rax, [rbp+var_90]  | * | mov [rbp+var_78], rax ",xcode,1
"mov rdx, [rbp+var_98]  | * | mov [rbp+var_80], rdx ",xcode,1
"mov [rbp+var_78], rax  | * | mov rax, [rbp+var_78] ",xcode,2
"mov [rbp+var_80], rdx  | * | mov rdx, [rbp+var_80] ",xcode,1
"mov rax, [rbp+var_78]  | * | mov [rbp+var_60], rcx ",xcode,1
"mov rdx, [rbp+var_80]  | * | mov [rbp+var_68], rax ",xcode,1
"mov [rbp+var_60], rcx  | * | mov [rbp+var_70], rdx ",xcode,1
"mov [rbp+var_68], rax  | * | mov rax, [rbp+var_68] ",xcode,2
"mov [rbp+var_70], rdx  | * | mov r9d, [rax] ",xcode,1
"mov rax, [rbp+var_68]  | * | mov rax, [rbp+var_70] ",xcode,1
"mov r9d, [rax]  | * | cmp r9d, [rax] ",xcode,2
"mov rax, [rbp+var_70]  | * | jge loc_100002121 ",xcode,1
"cmp r9d, [rax]  | * | mov rax, [rbp+var_80] ",xcode,1
"jge loc_100002121  | * | mov [rbp+var_550], rax ",xcode,1
"mov rax, [rbp+var_80]  | * | jmp loc_10000212C ",xcode,1
"mov [rbp+var_550], rax  | * | loc_100002121:  ",xcode,1
"jmp loc_10000212C  | * | mov rax, [rbp+var_78] ",xcode,1
"loc_100002121:   | * | mov [rbp+var_550], rax ",xcode,1
"mov rax, [rbp+var_78]  | * | loc_10000212C:  ",xcode,1
"mov [rbp+var_550], rax  | * | mov rax, [rbp+var_550] ",xcode,1
"loc_10000212C:   | * | lea rcx, [rbp+var_D0] ",xcode,1
"mov rax, [rbp+var_550]  | * | lea rdx, [rbp+var_474] ",xcode,1
"lea rcx, [rbp+var_D0]  | * | lea rsi, [rbp+var_470] ",xcode,1
"lea rdx, [rbp+var_474]  | * | lea rdi, _c1 ",xcode,1
"lea rsi, [rbp+var_470]  | * | lea r8, _c2 ",xcode,1
"lea rdi, _c1  | * | mov r9d, [rax] ",xcode,1
"lea r8, _c2  | * | mov r10d, [rbp+var_454] ",xcode,1
"mov r10d, [rbp+var_454]  | * | mov [rbp+var_454], r10d ",xcode,1
"add r10d, r9d  | * | mov [rbp+var_470], 0 ",xcode,1
"mov [rbp+var_454], r10d  | * | movsxd rax, [rbp+var_464] ",xcode,1
"mov [rbp+var_470], 0  | * | mov r9d, [r8+rax*4] ",xcode,1
"movsxd rax, [rbp+var_464]  | * | mov [rbp+var_474], r9d ",xcode,1
"sub r9d, [rdi+rax*4]  | * | mov [rbp+var_D8], rsi ",xcode,1
"mov [rbp+var_474], r9d  | * | mov [rbp+var_E0], rdx ",xcode,1
"mov [rbp+var_D8], rsi  | * | mov rax, [rbp+var_D8] ",xcode,1
"mov [rbp+var_E0], rdx  | * | mov rdx, [rbp+var_E0] ",xcode,1
"mov rax, [rbp+var_D8]  | * | mov [rbp+var_C0], rax ",xcode,1
"mov rdx, [rbp+var_E0]  | * | mov [rbp+var_C8], rdx ",xcode,1
"mov [rbp+var_C0], rax  | * | mov rax, [rbp+var_C0] ",xcode,2
"mov [rbp+var_C8], rdx  | * | mov rdx, [rbp+var_C8] ",xcode,2
"mov rax, [rbp+var_C0]  | * | mov [rbp+var_A8], rcx ",xcode,1
"mov rdx, [rbp+var_C8]  | * | mov [rbp+var_B0], rax ",xcode,1
"mov [rbp+var_A8], rcx  | * | mov [rbp+var_B8], rdx ",xcode,1
"mov [rbp+var_B0], rax  | * | mov rax, [rbp+var_B0] ",xcode,1
"mov [rbp+var_B8], rdx  | * | mov r9d, [rax] ",xcode,1
"mov rax, [rbp+var_B0]  | * | mov rax, [rbp+var_B8] ",xcode,1
"mov rax, [rbp+var_B8]  | * | jge loc_10000220B ",xcode,1
"cmp r9d, [rax]  | * | mov rax, [rbp+var_C8] ",xcode,1
"jge loc_10000220B  | * | mov [rbp+var_558], rax ",xcode,1
"mov rax, [rbp+var_C8]  | * | jmp loc_100002219 ",xcode,1
"mov [rbp+var_558], rax  | * | loc_10000220B:  ",xcode,1
"jmp loc_100002219  | * | mov rax, [rbp+var_C0] ",xcode,1
"loc_10000220B:   | * | mov [rbp+var_558], rax ",xcode,1
"mov rax, [rbp+var_C0]  | * | loc_100002219:  ",xcode,1
"mov [rbp+var_558], rax  | * | mov rax, [rbp+var_558] ",xcode,1
"loc_100002219:   | * | lea rcx, _c2 ",xcode,1
"mov rax, [rbp+var_558]  | * | lea rdx, _c1 ",xcode,1
"lea rcx, _c2  | * | mov esi, [rax] ",xcode,1
"lea rdx, _c1  | * | mov edi, [rbp+var_458] ",xcode,1
"mov esi, [rax]  | * | add edi, esi ",xcode,1
"mov edi, [rbp+var_458]  | * | mov [rbp+var_458], edi ",xcode,1
"add edi, esi  | * | movsxd rax, [rbp+var_464] ",xcode,1
"mov [rbp+var_458], edi  | * | mov esi, [rdx+rax*4] ",xcode,1
"mov esi, [rdx+rax*4]  | * | cmp esi, [rcx+rax*4] ",xcode,1
"movsxd rax, [rbp+var_464]  | * | jz loc_100002298 ",xcode,1
"cmp esi, [rcx+rax*4]  | * | lea rax, _was ",xcode,1
"jz loc_100002298  | * | movsxd rcx, [rbp+var_464] ",xcode,1
"movsxd rcx, [rbp+var_464]  | * | jnz loc_100002298 ",xcode,1
"cmp dword ptr [rax+rcx*4], 0  | * | mov edi, [rbp+var_464]  ",xcode,1
jnz loc_100002298  | * | call __Z2goi  ,xcode,1
"mov edi, [rbp+var_464]   | * | mov [rbp+var_460], 1 ",xcode,1
"call __Z2goi   | * | mov [rbp+var_450], 1 ",xcode,1
"mov [rbp+var_460], 1  | * | mov [rbp+var_55C], eax ",xcode,1
"mov [rbp+var_450], 1  | * | loc_100002298:  ",xcode,1
"mov [rbp+var_55C], eax  | * | jmp $+5 ",xcode,1
loc_100002298:   | * | loc_10000229D:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_464] ",xcode,1
"loc_10000229D:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_464]  | * | mov [rbp+var_464], eax ",xcode,1
"add eax, 1  | * | jmp loc_100001FC9 ",xcode,1
"mov [rbp+var_464], eax  | * | loc_1000022B3:  ",xcode,1
"jmp loc_100001FC9  | * | mov eax, [rbp+var_454] ",xcode,1
"loc_1000022B3:   | * | cmp eax, [rbp+var_458] ",xcode,1
"mov eax, [rbp+var_454]  | * | jz loc_100002301 ",xcode,1
"cmp eax, [rbp+var_458]  | * | mov rdi, cs:__ZNSt3__14cerrE_ptr ",xcode,1
"jz loc_100002301  | * | lea rsi, aBad  ",xcode,1
"mov rdi, cs:__ZNSt3__14cerrE_ptr  | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"lea rsi, aBad   | * | lea rsi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_  ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | mov [rbp+var_170], rax ",xcode,1
"lea rsi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_   | * | mov [rbp+var_178], rsi ",xcode,1
"mov [rbp+var_170], rax  | * | mov rdi, [rbp+var_170] ",xcode,1
"mov [rbp+var_178], rsi  | * | call [rbp+var_178] ",xcode,1
"mov rdi, [rbp+var_170]  | * | mov [rbp+var_568], rax ",xcode,1
call [rbp+var_178]  | * | loc_100002301:  ,xcode,1
"mov [rbp+var_568], rax  | * | mov [rbp+var_478], 0 ",xcode,1
loc_100002301:   | * | loc_10000230B:  ,xcode,1
"mov [rbp+var_478], 0  | * | cmp [rbp+var_478], 22h  ",xcode,1
loc_10000230B:   | * | jge loc_1000023A1 ,xcode,1
"cmp [rbp+var_478], 22h   | * | lea rax, _was ",xcode,1
"jge loc_1000023A1  | * | movsxd rcx, [rbp+var_478] ",xcode,1
"movsxd rcx, [rbp+var_478]  | * | jnz loc_100002386 ",xcode,1
"jnz loc_100002386  | * | lea rcx, _c1 ",xcode,1
"lea rax, _c2  | * | movsxd rdx, [rbp+var_478] ",xcode,1
"movsxd rdx, [rbp+var_478]  | * | movsxd rcx, [rbp+var_478] ",xcode,1
"mov esi, [rcx+rdx*4]  | * | add esi, [rax+rcx*4] ",xcode,1
"movsxd rcx, [rbp+var_478]  | * | cmp esi, 0 ",xcode,1
"add esi, [rax+rcx*4]  | * | jle loc_100002386 ",xcode,1
"cmp esi, 0  | * | mov eax, [rbp+var_460] ",xcode,1
"jle loc_100002386  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_460]  | * | mov [rbp+var_460], eax ",xcode,1
"add eax, 1  | * | mov edi, [rbp+var_478]  ",xcode,1
"mov [rbp+var_460], eax  | * | call __Z2goi  ",xcode,1
"mov edi, [rbp+var_478]   | * | mov [rbp+var_56C], eax ",xcode,1
call __Z2goi   | * | loc_100002386:  ,xcode,1
"mov [rbp+var_56C], eax  | * | jmp $+5 ",xcode,1
loc_100002386:   | * | loc_10000238B:  ,xcode,1
"jmp $+5  | * | mov eax, [rbp+var_478] ",xcode,1
"loc_10000238B:   | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_478]  | * | mov [rbp+var_478], eax ",xcode,1
"add eax, 1  | * | jmp loc_10000230B ",xcode,1
"mov [rbp+var_478], eax  | * | loc_1000023A1:  ",xcode,1
"jmp loc_10000230B  | * | cmp [rbp+var_460], 1 ",xcode,1
loc_1000023A1:   | * | jle loc_1000023D4 ,xcode,1
"cmp [rbp+var_460], 1  | * | mov eax, [rbp+var_460] ",xcode,1
"jle loc_1000023D4  | * | sub eax, 1 ",xcode,1
"mov eax, [rbp+var_460]  | * | mov ecx, [rbp+var_45C] ",xcode,1
"sub eax, 1  | * | add ecx, eax ",xcode,1
"mov ecx, [rbp+var_45C]  | * | mov [rbp+var_45C], ecx ",xcode,1
"add ecx, eax  | * | mov [rbp+var_450], 1 ",xcode,1
"mov [rbp+var_45C], ecx  | * | loc_1000023D4:  ",xcode,1
"mov [rbp+var_450], 1  | * | mov rdi, cs:__ZNSt3__14coutE_ptr ",xcode,1
"loc_1000023D4:   | * | lea rsi, aCase  ",xcode,1
"mov rdi, cs:__ZNSt3__14coutE_ptr  | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"lea rsi, aCase   | * | mov esi, [rbp+var_42C] ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | mov rdi, rax ",xcode,1
"mov esi, [rbp+var_42C]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi  ",xcode,1
"mov rdi, rax  | * | lea rsi, asc_100004F07  ",xcode,1
"call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi   | * | mov rdi, rax ",xcode,1
"lea rsi, asc_100004F07   | * | call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc  ",xcode,1
"mov rdi, rax  | * | mov ecx, [rbp+var_45C] ",xcode,1
"call j___ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc   | * | add ecx, 1 ",xcode,1
"mov ecx, [rbp+var_45C]  | * | sub ecx, [rbp+var_450] ",xcode,1
"add ecx, 1  | * | mov rdi, rax ",xcode,1
"sub ecx, [rbp+var_450]  | * | mov esi, ecx ",xcode,1
"mov rdi, rax  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi  ",xcode,1
"mov esi, ecx  | * | lea rdi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_  ",xcode,1
"call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi   | * | mov rdx, cs:__ZNSt3__14coutE_ptr ",xcode,1
"lea rdi, __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_   | * | mov [rbp+var_3C8], rdx ",xcode,1
"mov rdx, cs:__ZNSt3__14coutE_ptr  | * | mov [rbp+var_3D0], rdi ",xcode,1
"mov [rbp+var_3C8], rdx  | * | mov rdi, [rbp+var_3C8] ",xcode,1
"mov [rbp+var_3D0], rdi  | * | mov [rbp+var_578], rax ",xcode,1
"mov rdi, [rbp+var_3C8]  | * | call [rbp+var_3D0] ",xcode,1
"mov [rbp+var_578], rax  | * | mov [rbp+var_580], rax ",xcode,1
"call [rbp+var_3D0]  | * | mov eax, [rbp+var_42C] ",xcode,1
"mov [rbp+var_580], rax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_42C]  | * | mov [rbp+var_42C], eax ",xcode,1
"add eax, 1  | * | jmp loc_1000013A9 ",xcode,1
"mov [rbp+var_42C], eax  | * | loc_10000246D:  ",xcode,1
"jmp loc_1000013A9  | * | mov eax, 0 ",xcode,1
"loc_10000246D:   | * | add rsp, 580h ",xcode,1
"add rsp, 580h  | * | retn ",xcode,1
pop rbp  | * | _main endp ,xcode,1
retn  | * | align 20h ,xcode,7
_main endp  | * | ___cxx_global_var_init proc near  ,xcode,1
var_144 = dword ptr -144h  | * | var_138 = qword ptr -138h ,data,1
var_140 = qword ptr -140h  | * | var_120 = qword ptr -120h ,data,1
var_138 = qword ptr -138h  | * | var_118 = qword ptr -118h ,data,1
var_F8 = qword ptr -0F8h  | * | var_E8 = qword ptr -0E8h ,data,6
var_F0 = qword ptr -0F0h  | * | var_E0 = qword ptr -0E0h ,data,7
var_E8 = qword ptr -0E8h  | * | var_D8 = qword ptr -0D8h ,data,7
var_E0 = qword ptr -0E0h  | * | var_D0 = qword ptr -0D0h ,data,8
var_D0 = qword ptr -0D0h  | * | var_C0 = qword ptr -0C0h ,data,7
var_B0 = qword ptr -0B0h  | * | var_A0 = qword ptr -0A0h ,data,7
var_A8 = qword ptr -0A8h  | * | var_98 = qword ptr -98h ,data,7
var_A0 = qword ptr -0A0h  | * | var_90 = qword ptr -90h ,data,8
var_98 = qword ptr -98h  | * | var_88 = qword ptr -88h ,data,7
var_88 = qword ptr -88h  | * | var_78 = qword ptr -78h ,data,8
var_68 = qword ptr -68h  | * | var_58 = qword ptr -58h ,data,7
var_60 = qword ptr -60h  | * | var_50 = qword ptr -50h ,data,9
var_58 = qword ptr -58h  | * | var_48 = qword ptr -48h ,data,9
var_50 = qword ptr -50h  | * | var_40 = qword ptr -40h ,data,8
var_40 = qword ptr -40h  | * | var_30 = qword ptr -30h ,data,7
push rbp  | * | push r14 ,xcode,1
"mov rbp, rsp  | * | push rbx ",xcode,1
"push r14  | * | sub rsp, 140h ",xcode,1
"push rbx  | * | lea rax, _v ",xcode,1
"sub rsp, 140h  | * | mov [rbp+var_138], rax ",xcode,1
"lea rax, _v  | * | loc_10000249C:  ",xcode,1
"mov [rbp+var_138], rax  | * | mov rax, [rbp+var_138] ",xcode,2
"loc_10000249C:   | * | lea rcx, [rbp+var_C0] ",xcode,1
"mov rax, [rbp+var_138]  | * | lea rdx, [rbp+var_D8] ",xcode,1
"lea rcx, [rbp+var_C0]  | * | lea rsi, [rbp+var_110] ",xcode,1
"lea rdx, [rbp+var_D8]  | * | lea rdi, [rbp+var_98] ",xcode,1
"lea rsi, [rbp+var_110]  | * | lea r8, [rbp+var_108] ",xcode,1
"lea rdi, [rbp+var_98]  | * | lea r9, [rbp+var_68] ",xcode,1
"lea r8, [rbp+var_108]  | * | lea r10, [rbp+var_100] ",xcode,1
"lea r9, [rbp+var_68]  | * | lea r11, [rbp+var_38] ",xcode,1
"lea r10, [rbp+var_100]  | * | mov [rbp+var_120], rax ",xcode,1
"lea r11, [rbp+var_38]  | * | mov rbx, [rbp+var_120] ",xcode,1
"mov [rbp+var_120], rax  | * | mov [rbp+var_118], rbx ",xcode,1
"mov rbx, [rbp+var_120]  | * | mov rbx, [rbp+var_118] ",xcode,1
"mov [rbp+var_118], rbx  | * | mov [rbp+var_F8], rbx ",xcode,1
"mov rbx, [rbp+var_118]  | * | mov rbx, [rbp+var_F8] ",xcode,1
"mov [rbp+var_F8], rbx  | * | mov r14, rbx ",xcode,1
"mov rbx, [rbp+var_F8]  | * | mov [rbp+var_F0], r14 ",xcode,1
"mov r14, rbx  | * | mov [rbp+var_28], r11 ",xcode,1
"mov [rbp+var_F0], r14  | * | mov [rbp+var_30], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_28], r11  | * | mov r11, [rbp+var_28] ",xcode,1
"mov [rbp+var_30], 0FFFFFFFFFFFFFFFFh  | * | mov r14, [rbp+var_30] ",xcode,1
"mov r11, [rbp+var_28]  | * | mov [rbp+var_18], r11 ",xcode,1
"mov r14, [rbp+var_30]  | * | mov [rbp+var_20], r14 ",xcode,1
"mov [rbp+var_18], r11  | * | mov r11, [rbp+var_18] ",xcode,1
"mov [rbp+var_20], r14  | * | mov qword ptr [r11], 0 ",xcode,1
"mov r11, [rbp+var_18]  | * | mov r11, [rbp+var_38] ",xcode,1
"mov qword ptr [r11], 0  | * | mov [rbp+var_100], r11 ",xcode,1
"mov r11, [rbp+var_38]  | * | mov [rbp+var_40], r10 ",xcode,1
"mov [rbp+var_100], r11  | * | mov qword ptr [rbx], 0 ",xcode,1
"mov [rbp+var_40], r10  | * | mov [rbp+var_58], r9 ",xcode,1
"mov qword ptr [rbx], 0  | * | mov [rbp+var_60], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_58], r9  | * | mov r9, [rbp+var_58] ",xcode,1
"mov [rbp+var_60], 0FFFFFFFFFFFFFFFFh  | * | mov r10, [rbp+var_60] ",xcode,1
"mov r9, [rbp+var_58]  | * | mov [rbp+var_48], r9 ",xcode,1
"mov r10, [rbp+var_60]  | * | mov [rbp+var_50], r10 ",xcode,1
"mov [rbp+var_48], r9  | * | mov r9, [rbp+var_48] ",xcode,1
"mov [rbp+var_50], r10  | * | mov qword ptr [r9], 0 ",xcode,1
"mov r9, [rbp+var_48]  | * | mov r9, [rbp+var_68] ",xcode,1
"mov qword ptr [r9], 0  | * | mov [rbp+var_108], r9 ",xcode,1
"mov r9, [rbp+var_68]  | * | mov [rbp+var_70], r8 ",xcode,1
"mov [rbp+var_108], r9  | * | mov qword ptr [rbx+8], 0 ",xcode,1
"mov [rbp+var_70], r8  | * | add rbx, 10h ",xcode,1
"mov qword ptr [rbx+8], 0  | * | mov [rbp+var_88], rdi ",xcode,1
"add rbx, 10h  | * | mov [rbp+var_90], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_88], rdi  | * | mov rdi, [rbp+var_88] ",xcode,1
"mov [rbp+var_90], 0FFFFFFFFFFFFFFFFh  | * | mov r8, [rbp+var_90] ",xcode,1
"mov rdi, [rbp+var_88]  | * | mov [rbp+var_78], rdi ",xcode,1
"mov r8, [rbp+var_90]  | * | mov [rbp+var_80], r8 ",xcode,1
"mov [rbp+var_78], rdi  | * | mov rdi, [rbp+var_78] ",xcode,1
"mov [rbp+var_80], r8  | * | mov qword ptr [rdi], 0 ",xcode,1
"mov rdi, [rbp+var_78]  | * | mov rdi, [rbp+var_98] ",xcode,1
"mov qword ptr [rdi], 0  | * | mov [rbp+var_110], rdi ",xcode,1
"mov rdi, [rbp+var_98]  | * | mov [rbp+var_A0], rsi ",xcode,1
"mov [rbp+var_110], rdi  | * | mov [rbp+var_E0], rbx ",xcode,1
