idiom,label,count
var_18 = dword ptr -18h  | * | var_C = dword ptr -0Ch ,data,1
"add ecx, 4  | * | loc_401418:  ",msvc,1
"jmp loc_401353  | * | mov ecx, [ebp+arg_0] ",msvc,1
"loc_401418:   | * | mov [ecx+4], edi ",msvc,1
"mov ecx, [ebp+arg_0]  | * | pop edi ",msvc,1
"mov [ecx+4], edi  | * | pop esi ",msvc,1
"pop edi  | * | mov [ecx], eax ",msvc,1
"pop esi  | * | mov eax, ecx ",msvc,1
"mov [ecx], eax  | * | pop ebx ",msvc,1
"mov eax, ecx  | * | mov esp, ebp ",msvc,1
pop ebp  | * | sub_4012F0 endp ,msvc,1
sub_4012F0 endp  | * | sub_401430 proc near  ,msvc,1
"push ebp  | * | sub esp, 8 ",msvc,1
"mov ebp, esp  | * | push edi ",msvc,2
"sub esp, 8  | * | mov edi, [ebp+arg_0] ",msvc,1
"mov edi, [ebp+arg_0]  | * | sub eax, ecx ",msvc,1
"sub eax, ecx  | * | cmp eax, 28h  ",msvc,1
"sar eax, 2  | * | jle loc_40152D ",msvc,1
"cmp eax, 28h   | * | mov edi, [ecx] ",msvc,1
jle loc_40152D  | * | inc eax ,msvc,1
"mov edi, [ecx]  | * | cdq ",msvc,1
"inc eax  | * | and edx, 7 ",msvc,1
"cdq  | * | add eax, edx ",msvc,1
"and edx, 7  | * | sar eax, 3 ",msvc,1
"add eax, edx  | * | push ebx ",msvc,1
"sar eax, 3  | * | lea ebx, ds:0[eax*8] ",msvc,1
"push ebx  | * | add eax, eax ",msvc,1
"lea ebx, ds:0[eax*8]  | * | add eax, eax ",msvc,1
"add eax, eax  | * | mov edx, [eax+ecx] ",msvc,1
"add eax, eax  | * | mov [ebp+var_4], ebx ",msvc,1
"mov edx, [eax+ecx]  | * | cmp edx, edi ",msvc,2
"mov [ebp+var_4], ebx  | * | jge short loc_401471 ",msvc,1
"cmp edx, edi  | * | mov [eax+ecx], edi ",msvc,2
"jge short loc_401471  | * | mov [ecx], edx ",msvc,1
"mov [eax+ecx], edi  | * | loc_401471:  ",msvc,1
"mov [ecx], edx  | * | mov edx, [ebx+ecx] ",msvc,1
"loc_401471:   | * | mov edi, [eax+ecx] ",msvc,1
"mov edx, [ebx+ecx]  | * | cmp edx, edi ",msvc,1
"mov edi, [eax+ecx]  | * | jge short loc_401481 ",msvc,1
"cmp edx, edi  | * | mov [ebx+ecx], edi ",msvc,1
"jge short loc_401481  | * | mov [eax+ecx], edx ",msvc,1
"mov [ebx+ecx], edi  | * | loc_401481:  ",msvc,1
"mov [eax+ecx], edx  | * | mov edx, [eax+ecx] ",msvc,1
"loc_401481:   | * | mov edi, [ecx] ",msvc,1
"mov edi, [ecx]  | * | jge short loc_40148F ",msvc,1
"jge short loc_40148F  | * | mov [ecx], edx ",msvc,1
"mov [eax+ecx], edi  | * | loc_40148F:  ",msvc,1
"mov [ecx], edx  | * | mov edi, [esi] ",msvc,1
"loc_40148F:   | * | mov edx, esi ",msvc,1
"mov edi, [esi]  | * | sub edx, eax ",msvc,1
"mov edx, esi  | * | mov ebx, [edx] ",msvc,1
"sub edx, eax  | * | cmp edi, ebx ",msvc,1
"mov ebx, [edx]  | * | jge short loc_40149F ",msvc,1
"cmp edi, ebx  | * | mov [esi], ebx ",msvc,3
"jge short loc_40149F  | * | mov [edx], edi ",msvc,1
"mov [esi], ebx  | * | loc_40149F:  ",msvc,1
"mov [edx], edi  | * | mov edi, [eax+esi] ",msvc,1
"loc_40149F:   | * | mov ebx, [esi] ",msvc,1
"mov edi, [eax+esi]  | * | cmp edi, ebx ",msvc,1
"mov ebx, [esi]  | * | jge short loc_4014AD ",msvc,1
"cmp edi, ebx  | * | mov [eax+esi], ebx ",msvc,1
"jge short loc_4014AD  | * | mov [esi], edi ",msvc,1
"mov [eax+esi], ebx  | * | loc_4014AD:  ",msvc,1
"mov [esi], edi  | * | mov edi, [esi] ",msvc,1
"loc_4014AD:   | * | mov ebx, [edx] ",msvc,1
"mov edi, [esi]  | * | cmp edi, ebx ",msvc,2
"mov ebx, [edx]  | * | jge short loc_4014B9 ",msvc,1
"jge short loc_4014B9  | * | mov [edx], edi ",msvc,1
"mov [esi], ebx  | * | loc_4014B9:  ",msvc,1
"mov [edx], edi  | * | mov edi, [ebp+arg_0] ",msvc,1
"loc_4014B9:   | * | mov edx, edi ",msvc,1
"mov edi, [ebp+arg_0]  | * | sub edi, [ebp+var_4] ",msvc,1
"mov edx, edi  | * | sub edx, eax ",msvc,1
"sub edi, [ebp+var_4]  | * | mov ebx, [edx] ",msvc,1
"sub edx, eax  | * | mov [ebp+var_4], edi ",msvc,1
"mov ebx, [edx]  | * | mov edi, [edi] ",msvc,1
"mov [ebp+var_4], edi  | * | cmp ebx, edi ",msvc,1
"mov edi, [edi]  | * | jge short loc_4014D5 ",msvc,1
"cmp ebx, edi  | * | mov [edx], edi ",msvc,1
"jge short loc_4014D5  | * | mov edi, [ebp+var_4] ",msvc,1
"mov [edx], edi  | * | mov [edi], ebx ",msvc,1
"mov edi, [ebp+var_4]  | * | loc_4014D5:  ",msvc,1
"mov [edi], ebx  | * | mov edi, [ebp+arg_0] ",msvc,1
"loc_4014D5:   | * | mov ebx, [edi] ",msvc,1
"mov edi, [ebp+arg_0]  | * | mov edi, [edx] ",msvc,1
"mov ebx, [edi]  | * | mov [ebp+var_8], ebx ",msvc,1
"mov edi, [edx]  | * | cmp ebx, edi ",msvc,1
"mov [ebp+var_8], ebx  | * | jge short loc_4014ED ",msvc,1
"cmp ebx, edi  | * | mov ebx, [ebp+arg_0] ",msvc,1
"jge short loc_4014ED  | * | mov [ebx], edi ",msvc,1
"mov ebx, [ebp+arg_0]  | * | mov edi, [ebp+var_8] ",msvc,1
"mov [ebx], edi  | * | mov [edx], edi ",msvc,1
"mov edi, [ebp+var_8]  | * | loc_4014ED:  ",msvc,1
"mov [edx], edi  | * | mov ebx, [ebp+var_4] ",msvc,1
"loc_4014ED:   | * | mov edi, [edx] ",msvc,1
"mov ebx, [ebp+var_4]  | * | mov ebx, [ebx] ",msvc,1
"mov edi, [edx]  | * | cmp edi, ebx ",msvc,2
"mov ebx, [ebx]  | * | jge short loc_4014FF ",msvc,1
"cmp edi, ebx  | * | mov [edx], ebx ",msvc,2
"jge short loc_4014FF  | * | mov ebx, [ebp+var_4] ",msvc,1
"mov [edx], ebx  | * | mov [ebx], edi ",msvc,1
"mov ebx, [ebp+var_4]  | * | loc_4014FF:  ",msvc,1
"mov [ebx], edi  | * | mov edi, [esi] ",msvc,1
"loc_4014FF:   | * | mov ebx, [eax+ecx] ",msvc,1
"mov ebx, [eax+ecx]  | * | jge short loc_40150D ",msvc,1
"jge short loc_40150D  | * | mov [eax+ecx], edi ",msvc,1
"mov [esi], ebx  | * | loc_40150D:  ",msvc,1
"mov [eax+ecx], edi  | * | mov edi, [edx] ",msvc,1
"loc_40150D:   | * | mov ebx, [esi] ",msvc,1
"mov ebx, [esi]  | * | jge short loc_401519 ",msvc,1
"jge short loc_401519  | * | mov [esi], edi ",msvc,1
"mov [edx], ebx  | * | loc_401519:  ",msvc,1
"mov [esi], edi  | * | mov edx, [esi] ",msvc,1
"loc_401519:   | * | mov edi, [eax+ecx] ",msvc,1
"mov edx, [esi]  | * | pop ebx ",msvc,1
"mov edi, [eax+ecx]  | * | cmp edx, edi ",msvc,1
pop ebx  | * | jge short loc_401551 ,msvc,1
"cmp edx, edi  | * | mov [esi], edi ",msvc,1
"jge short loc_401551  | * | mov [eax+ecx], edx ",msvc,1
"mov [esi], edi  | * | pop edi ",msvc,1
"mov [eax+ecx], edx  | * | mov esp, ebp ",msvc,1
pop edi  | * | pop ebp ,msvc,3
pop ebp  | * | loc_40152D:  ,msvc,1
"retn  | * | mov eax, [esi] ",msvc,1
"loc_40152D:   | * | mov edx, [ecx] ",msvc,1
"mov eax, [esi]  | * | cmp eax, edx ",msvc,2
"mov edx, [ecx]  | * | jge short loc_401539 ",msvc,1
"cmp eax, edx  | * | mov [esi], edx ",msvc,2
"jge short loc_401539  | * | mov [ecx], eax ",msvc,1
"mov [esi], edx  | * | loc_401539:  ",msvc,1
"mov [ecx], eax  | * | mov eax, [edi] ",msvc,1
"loc_401539:   | * | mov edx, [esi] ",msvc,1
"mov eax, [edi]  | * | cmp eax, edx ",msvc,1
"mov edx, [esi]  | * | jge short loc_401545 ",msvc,1
"cmp eax, edx  | * | mov [edi], edx ",msvc,1
"jge short loc_401545  | * | mov [esi], eax ",msvc,1
"mov [edi], edx  | * | loc_401545:  ",msvc,1
"mov [esi], eax  | * | mov eax, [esi] ",msvc,1
"loc_401545:   | * | mov edx, [ecx] ",msvc,1
"mov edx, [ecx]  | * | jge short loc_401551 ",msvc,1
"jge short loc_401551  | * | mov [ecx], eax ",msvc,1
"mov [esi], edx  | * | loc_401551:  ",msvc,1
"mov [ecx], eax  | * | pop edi ",msvc,1
"loc_401551:   | * | mov esp, ebp ",msvc,1
pop ebp  | * | sub_401430 endp ,msvc,1
sub_401430 endp  | * | sub_401560 proc near  ,msvc,1
"push ebp  | * | sub esp, 0Ch ",msvc,1
"mov ebp, esp  | * | sub eax, ecx ",msvc,2
"sub esp, 0Ch  | * | sar eax, 2 ",msvc,1
"sub eax, ecx  | * | mov [ebp+var_4], eax ",msvc,1
"sar eax, 2  | * | cdq ",msvc,1
"mov [ebp+var_4], eax  | * | sub eax, edx ",msvc,1
cdq  | * | push esi ,msvc,1
"push esi  | * | sar esi, 1 ",msvc,1
"mov esi, eax  | * | test esi, esi ",msvc,1
"sar esi, 1  | * | jle short loc_4015F6 ",msvc,1
"test esi, esi  | * | push ebx ",msvc,1
jle short loc_4015F6  | * | push edi ,msvc,1
"push ebx  | * | lea eax, [esi+esi+2] ",msvc,1
push edi  | * | jmp short loc_401585 ,msvc,1
"lea eax, [esi+esi+2]  | * | loc_401582:  ",msvc,1
"jmp short loc_401585  | * | mov eax, [ebp+var_C] ",msvc,1
loc_401582:   | * | loc_401585:  ,msvc,1
"mov eax, [ebp+var_C]  | * | mov edx, [ecx+esi*4-4] ",msvc,1
loc_401585:   | * | dec esi ,msvc,1
"mov edx, [ecx+esi*4-4]  | * | sub eax, 2 ",msvc,1
"dec esi  | * | mov [ebp+var_8], edx ",msvc,1
"sub eax, 2  | * | mov edx, [ebp+var_4] ",msvc,1
"mov [ebp+var_8], edx  | * | mov [ebp+var_C], eax ",msvc,1
"mov edx, [ebp+var_4]  | * | mov edi, esi ",msvc,1
"mov [ebp+var_C], eax  | * | cmp eax, edx ",msvc,1
"mov edi, esi  | * | jge short loc_4015BA ",msvc,1
"cmp eax, edx  | * | lea esp, [esp+0] ",msvc,1
jge short loc_4015BA  | * | loc_4015A0:  ,msvc,1
"lea esp, [esp+0]  | * | mov ebx, [ecx+eax*4] ",msvc,1
"loc_4015A0:   | * | cmp ebx, [ecx+eax*4-4] ",msvc,1
"mov ebx, [ecx+eax*4]  | * | jge short loc_4015AA ",msvc,1
"cmp ebx, [ecx+eax*4-4]  | * | dec eax ",msvc,2
jge short loc_4015AA  | * | loc_4015AA:  ,msvc,1
"dec eax  | * | mov ebx, [ecx+eax*4] ",msvc,2
"loc_4015AA:   | * | mov [ecx+edi*4], ebx ",msvc,1
"mov ebx, [ecx+eax*4]  | * | mov edi, eax ",msvc,1
"mov [ecx+edi*4], ebx  | * | lea eax, [eax+eax+2] ",msvc,1
"mov edi, eax  | * | cmp eax, edx ",msvc,1
"lea eax, [eax+eax+2]  | * | jl short loc_4015A0 ",msvc,1
"cmp eax, edx  | * | loc_4015BA:  ",msvc,1
"jl short loc_4015A0  | * | cmp eax, edx ",msvc,1
loc_4015BA:   | * | jnz short loc_4015C8 ,msvc,1
"cmp eax, edx  | * | mov eax, [ecx+edx*4-4] ",msvc,1
"jnz short loc_4015C8  | * | mov [ecx+edi*4], eax ",msvc,1
"mov eax, [ecx+edx*4-4]  | * | lea edi, [edx-1] ",msvc,1
"mov [ecx+edi*4], eax  | * | loc_4015C8:  ",msvc,1
"lea edi, [edx-1]  | * | mov ebx, [ebp+var_8] ",msvc,1
"loc_4015C8:   | * | lea eax, [edi-1] ",msvc,1
"mov ebx, [ebp+var_8]  | * | cdq ",msvc,1
"lea eax, [edi-1]  | * | sub eax, edx ",msvc,1
"sub eax, edx  | * | cmp esi, edi ",msvc,2
"sar eax, 1  | * | jge short loc_4015ED ",msvc,1
"cmp esi, edi  | * | loc_4015D7:  ",msvc,1
"jge short loc_4015ED  | * | mov edx, [ecx+eax*4] ",msvc,1
"loc_4015D7:   | * | cmp edx, ebx ",msvc,1
"mov edx, [ecx+eax*4]  | * | jge short loc_4015ED ",msvc,1
"cmp edx, ebx  | * | mov [ecx+edi*4], edx ",msvc,1
"jge short loc_4015ED  | * | mov edi, eax ",msvc,1
"mov [ecx+edi*4], edx  | * | dec eax ",msvc,1
"mov edi, eax  | * | cdq ",msvc,1
"dec eax  | * | sub eax, edx ",msvc,2
"sar eax, 1  | * | jl short loc_4015D7 ",msvc,1
"cmp esi, edi  | * | loc_4015ED:  ",msvc,1
"jl short loc_4015D7  | * | mov [ecx+edi*4], ebx ",msvc,1
"loc_4015ED:   | * | test esi, esi ",msvc,1
"mov [ecx+edi*4], ebx  | * | jg short loc_401582 ",msvc,1
"test esi, esi  | * | pop edi ",msvc,1
jg short loc_401582  | * | pop ebx ,msvc,1
pop edi  | * | loc_4015F6:  ,msvc,1
pop ebx  | * | pop esi ,msvc,1
"loc_4015F6:   | * | mov esp, ebp ",msvc,1
pop ebp  | * | sub_401560 endp ,msvc,1
sub_401560 endp  | * | sub_401600 proc near  ,msvc,1
sub_401600 proc near   | * | push ebp ,msvc,1
push ebp  | * | push ecx ,msvc,2
"push ecx  | * | mov edx, eax ",msvc,1
"sub eax, ecx  | * | and edx, 0FFFFFFFCh ",msvc,1
"mov edx, eax  | * | cmp edx, 4 ",msvc,1
"and edx, 0FFFFFFFCh  | * | jle loc_401698 ",msvc,1
"cmp edx, 4  | * | push ebx ",msvc,1
jle loc_401698  | * | push esi ,msvc,1
push esi  | * | loc_401617:  ,msvc,1
"push edi  | * | mov edx, [ecx] ",msvc,1
"loc_401617:   | * | mov edi, [ecx+eax-4] ",msvc,1
"mov edx, [ecx]  | * | lea ebx, [eax-4] ",msvc,1
"mov edi, [ecx+eax-4]  | * | mov [ecx+eax-4], edx ",msvc,1
"lea ebx, [eax-4]  | * | mov edx, ebx ",msvc,1
"mov [ecx+eax-4], edx  | * | sar edx, 2 ",msvc,1
"mov edx, ebx  | * | mov eax, 2 ",msvc,1
"sar edx, 2  | * | xor esi, esi ",msvc,1
"mov eax, 2  | * | mov [ebp+var_4], ebx ",msvc,1
"xor esi, esi  | * | cmp eax, edx ",msvc,1
"mov [ebp+var_4], ebx  | * | jge short loc_401654 ",msvc,1
"cmp eax, edx  | * | loc_401637:  ",msvc,1
"jge short loc_401654  | * | mov ebx, [ecx+eax*4] ",msvc,1
"loc_401637:   | * | cmp ebx, [ecx+eax*4-4] ",msvc,1
"mov ebx, [ecx+eax*4]  | * | jge short loc_401641 ",msvc,1
jge short loc_401641  | * | loc_401641:  ,msvc,1
"loc_401641:   | * | mov [ecx+esi*4], ebx ",msvc,1
"mov ebx, [ecx+eax*4]  | * | mov esi, eax ",msvc,1
"mov [ecx+esi*4], ebx  | * | lea eax, [eax+eax+2] ",msvc,1
"mov esi, eax  | * | cmp eax, edx ",msvc,1
"lea eax, [eax+eax+2]  | * | jl short loc_401637 ",msvc,1
"cmp eax, edx  | * | mov ebx, [ebp+var_4] ",msvc,1
jl short loc_401637  | * | loc_401654:  ,msvc,1
"mov ebx, [ebp+var_4]  | * | jnz short loc_401660 ",msvc,1
"loc_401654:   | * | mov eax, [ecx+edx*4-4] ",msvc,1
"jnz short loc_401660  | * | mov [ecx+esi*4], eax ",msvc,1
"mov eax, [ecx+edx*4-4]  | * | lea esi, [edx-1] ",msvc,1
"mov [ecx+esi*4], eax  | * | loc_401660:  ",msvc,1
"lea esi, [edx-1]  | * | lea eax, [esi-1] ",msvc,1
loc_401660:   | * | cdq ,msvc,1
"lea eax, [esi-1]  | * | sub eax, edx ",msvc,1
"sub eax, edx  | * | test esi, esi ",msvc,2
"sar eax, 1  | * | jle short loc_401686 ",msvc,1
"test esi, esi  | * | lea esp, [esp+0] ",msvc,1
jle short loc_401686  | * | loc_401670:  ,msvc,1
"lea esp, [esp+0]  | * | mov edx, [ecx+eax*4] ",msvc,1
"loc_401670:   | * | cmp edx, edi ",msvc,1
"mov edx, [ecx+eax*4]  | * | jge short loc_401686 ",msvc,1
"cmp edx, edi  | * | mov [ecx+esi*4], edx ",msvc,1
"jge short loc_401686  | * | mov esi, eax ",msvc,1
"mov [ecx+esi*4], edx  | * | dec eax ",msvc,1
"mov esi, eax  | * | cdq ",msvc,1
"sar eax, 1  | * | jg short loc_401670 ",msvc,1
"test esi, esi  | * | loc_401686:  ",msvc,1
"jg short loc_401670  | * | mov eax, ebx ",msvc,1
"loc_401686:   | * | mov edx, ebx ",msvc,1
"mov eax, ebx  | * | and edx, 0FFFFFFFCh ",msvc,1
"mov edx, ebx  | * | mov [ecx+esi*4], edi ",msvc,1
"and edx, 0FFFFFFFCh  | * | cmp edx, 4 ",msvc,1
"mov [ecx+esi*4], edi  | * | jg short loc_401617 ",msvc,1
"cmp edx, 4  | * | pop edi ",msvc,1
jg short loc_401617  | * | pop esi ,msvc,1
pop esi  | * | loc_401698:  ,msvc,1
"pop ebx  | * | mov esp, ebp ",msvc,1
loc_401698:   | * | pop ebp ,msvc,1
pop ebp  | * | sub_401600 endp ,msvc,1
sub_401600 endp  | * | sub_4016A0 proc near  ,msvc,1
"push ecx  | * | lea edi, [ebx+4] ",msvc,1
"push edi  | * | cmp edi, [ebp+arg_0] ",msvc,1
"lea edi, [ebx+4]  | * | jz short loc_401710 ",msvc,1
"cmp edi, [ebp+arg_0]  | * | mov eax, 4 ",msvc,1
"jz short loc_401710  | * | sub eax, ebx ",msvc,1
"mov eax, 4  | * | push esi ",msvc,1
"sub eax, ebx  | * | mov [ebp+var_4], eax ",msvc,1
push esi  | * | jmp short loc_4016C3 ,msvc,1
"mov [ebp+var_4], eax  | * | align 10h ",msvc,1
jmp short loc_4016C3  | * | loc_4016C0:  ,msvc,1
"align 10h  | * | mov eax, [ebp+var_4] ",msvc,1
loc_4016C0:   | * | loc_4016C3:  ,msvc,1
"mov eax, [ebp+var_4]  | * | mov esi, [edi] ",msvc,1
"loc_4016C3:   | * | mov edx, edi ",msvc,1
"mov esi, [edi]  | * | cmp esi, [ebx] ",msvc,1
"mov edx, edi  | * | jge short loc_4016ED ",msvc,1
"cmp esi, [ebx]  | * | lea eax, [eax+edi-4] ",msvc,1
"jge short loc_4016ED  | * | sar eax, 2 ",msvc,1
"lea eax, [eax+edi-4]  | * | add eax, eax ",msvc,1
"sar eax, 2  | * | add eax, eax ",msvc,1
"add eax, eax  | * | push eax  ",msvc,1
"add eax, eax  | * | mov ecx, edi ",msvc,1
"push eax   | * | sub ecx, eax ",msvc,1
"mov ecx, edi  | * | add ecx, 4 ",msvc,1
"sub ecx, eax  | * | push ebx  ",msvc,1
"add ecx, 4  | * | push ecx  ",msvc,1
push ebx   | * | call ds:memmove ,msvc,1
"push ecx   | * | add esp, 0Ch ",msvc,1
"call ds:memmove  | * | mov [ebx], esi ",msvc,1
"add esp, 0Ch  | * | jmp short loc_401707 ",msvc,1
"mov [ebx], esi  | * | loc_4016ED:  ",msvc,1
"jmp short loc_401707  | * | mov ecx, [edi-4] ",msvc,1
"loc_4016ED:   | * | lea eax, [edi-4] ",msvc,1
"mov ecx, [edi-4]  | * | cmp esi, ecx ",msvc,1
"lea eax, [edi-4]  | * | jge short loc_401705 ",msvc,1
"cmp esi, ecx  | * | loc_4016F7:  ",msvc,1
"jge short loc_401705  | * | mov [edx], ecx ",msvc,1
"loc_4016F7:   | * | mov ecx, [eax-4] ",msvc,1
"mov [edx], ecx  | * | mov edx, eax ",msvc,1
"mov ecx, [eax-4]  | * | sub eax, 4 ",msvc,1
"mov edx, eax  | * | cmp esi, ecx ",msvc,1
"sub eax, 4  | * | jl short loc_4016F7 ",msvc,1
"cmp esi, ecx  | * | loc_401705:  ",msvc,1
"jl short loc_4016F7  | * | mov [edx], esi ",msvc,1
loc_401705:   | * | loc_401707:  ,msvc,1
"mov [edx], esi  | * | add edi, 4 ",msvc,1
"loc_401707:   | * | cmp edi, [ebp+arg_0] ",msvc,1
"add edi, 4  | * | jnz short loc_4016C0 ",msvc,1
"cmp edi, [ebp+arg_0]  | * | pop esi ",msvc,1
jnz short loc_4016C0  | * | loc_401710:  ,msvc,1
pop esi  | * | pop edi ,msvc,1
"loc_401710:   | * | mov esp, ebp ",msvc,1
pop ebp  | * | sub_4016A0 endp ,msvc,1
retn  | * | sub_401B04 proc near  ,msvc,1
sub_4016A0 endp  | * | push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z  ,msvc,1
sub_401B04 proc near   | * | call ds:SetUnhandledExceptionFilter ,msvc,1
"push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z   | * | xor eax, eax ",msvc,1
call ds:SetUnhandledExceptionFilter  | * | retn ,msvc,1
"xor eax, eax  | * | sub_401B04 endp ",msvc,1
retn  | * | sub_401BD0 proc near  ,msvc,1
"sub_401B04 endp  | * | mov edi, edi ",msvc,1
sub_401BD0 proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_4021F8 ",msvc,1
"push esi  | * | mov esi, offset unk_4021F8 ",msvc,1
"mov eax, offset unk_4021F8  | * | push edi ",msvc,1
"mov esi, offset unk_4021F8  | * | mov edi, eax ",msvc,1
"push edi  | * | cmp eax, esi ",msvc,2
"mov edi, eax  | * | jnb short loc_401BF3 ",msvc,1
"cmp eax, esi  | * | loc_401BE4:  ",msvc,1
"jnb short loc_401BF3  | * | mov eax, [edi] ",msvc,1
"loc_401BE4:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_401BEC ",msvc,1
"test eax, eax  | * | call eax ",msvc,2
jz short loc_401BEC  | * | loc_401BEC:  ,msvc,1
"call eax  | * | add edi, 4 ",msvc,2
"loc_401BEC:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_401BE4 ",msvc,1
"cmp edi, esi  | * | loc_401BF3:  ",msvc,1
jb short loc_401BE4  | * | pop edi ,msvc,1
loc_401BF3:   | * | pop esi ,msvc,1
pop edi  | * | retn ,msvc,2
pop esi  | * | sub_401BD0 endp ,msvc,1
retn  | * | sub_401BF6 proc near  ,msvc,1
"sub_401BD0 endp  | * | mov edi, edi ",msvc,1
sub_401BF6 proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_402200 ",msvc,1
"push esi  | * | mov esi, offset unk_402200 ",msvc,1
"mov eax, offset unk_402200  | * | push edi ",msvc,1
"mov esi, offset unk_402200  | * | mov edi, eax ",msvc,1
"mov edi, eax  | * | jnb short loc_401C19 ",msvc,1
"cmp eax, esi  | * | loc_401C0A:  ",msvc,1
"jnb short loc_401C19  | * | mov eax, [edi] ",msvc,1
"loc_401C0A:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_401C12 ",msvc,1
jz short loc_401C12  | * | loc_401C12:  ,msvc,1
"loc_401C12:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_401C0A ",msvc,1
"cmp edi, esi  | * | loc_401C19:  ",msvc,1
jb short loc_401C0A  | * | pop edi ,msvc,1
loc_401C19:   | * | pop esi ,msvc,1
pop esi  | * | sub_401BF6 endp ,msvc,1
sub_401BF6 endp  | * | align 10h ,msvc,1
align 10h  | * | align 10h ,msvc,2
align 10h  | * | sub_401E36 proc near  ,msvc,1
"align 10h  | * | xor eax, eax ",msvc,1
sub_401E36 proc near   | * | retn ,msvc,1
"xor eax, eax  | * | sub_401E36 endp ",msvc,1
retn  | * | align 100h ,msvc,1
sub_401E36 endp  | * | _text ends ,msvc,1
