idiom,label,count
var_2C = dword ptr -2Ch  | * | var_10 = dword ptr -10h ,data,1
"mov ebx, eax  | * | mov [esp+5Ch+dwLength], 1Ch  ",gcc,1
"lea eax, [esp+5Ch+Buffer]  | * | mov [esp+5Ch+lpBuffer], eax  ",gcc,1
"mov [esp+5Ch+dwLength], 1Ch   | * | mov [esp+5Ch+lpAddress], ebx  ",gcc,1
"mov [esp+5Ch+lpBuffer], eax   | * | mov [esp+5Ch+var_C], esi ",gcc,1
"mov [esp+5Ch+lpAddress], ebx   | * | mov esi, edx ",gcc,1
"mov [esp+5Ch+var_C], esi  | * | mov [esp+5Ch+var_8], edi ",gcc,1
"mov esi, edx  | * | mov edi, ecx ",gcc,1
"mov [esp+5Ch+var_8], edi  | * | mov [esp+5Ch+var_4], ebp ",gcc,1
"mov edi, ecx  | * | call _VirtualQuery@12  ",gcc,1
"mov [esp+5Ch+var_4], ebp  | * | sub esp, 0Ch ",gcc,1
"call _VirtualQuery@12   | * | test eax, eax ",gcc,1
"sub esp, 0Ch  | * | jz loc_4017E6 ",gcc,1
"test eax, eax  | * | mov eax, [esp+5Ch+Buffer.Protect] ",gcc,1
"jz loc_4017E6  | * | cmp eax, 4 ",gcc,1
"mov eax, [esp+5Ch+Buffer.Protect]  | * | jnz short loc_401760 ",gcc,1
"cmp eax, 4  | * | loc_401735:  ",gcc,1
"jnz short loc_401760  | * | mov [esp+5Ch+dwLength], edi  ",gcc,1
"loc_401735:   | * | mov [esp+5Ch+lpBuffer], esi  ",gcc,1
"mov [esp+5Ch+dwLength], edi   | * | mov [esp+5Ch+lpAddress], ebx  ",gcc,2
"mov [esp+5Ch+lpBuffer], esi   | * | call _memcpy ",gcc,1
"mov [esp+5Ch+lpAddress], ebx   | * | loc_401745:  ",gcc,1
"call _memcpy  | * | mov ebx, [esp+5Ch+var_10] ",gcc,1
"loc_401745:   | * | mov esi, [esp+5Ch+var_C] ",gcc,1
"mov ebx, [esp+5Ch+var_10]  | * | mov edi, [esp+5Ch+var_8] ",gcc,1
"mov esi, [esp+5Ch+var_C]  | * | mov ebp, [esp+5Ch+var_4] ",gcc,1
"mov edi, [esp+5Ch+var_8]  | * | add esp, 5Ch ",gcc,1
"mov ebp, [esp+5Ch+var_4]  | * | retn ",gcc,1
"add esp, 5Ch  | * | align 10h ",gcc,1
retn  | * | loc_401760:  ,gcc,1
"align 10h  | * | cmp eax, 40h  ",gcc,1
loc_401760:   | * | jz short loc_401735 ,gcc,1
"cmp eax, 40h   | * | mov eax, [esp+5Ch+Buffer.RegionSize] ",gcc,1
"jz short loc_401735  | * | lea ebp, [esp+5Ch+flOldProtect] ",gcc,1
"mov eax, [esp+5Ch+Buffer.RegionSize]  | * | mov [esp+5Ch+lpflOldProtect], ebp  ",gcc,1
"lea ebp, [esp+5Ch+flOldProtect]  | * | mov [esp+5Ch+dwLength], 40h  ",gcc,1
"mov [esp+5Ch+lpflOldProtect], ebp   | * | mov [esp+5Ch+lpBuffer], eax  ",gcc,1
"mov [esp+5Ch+dwLength], 40h   | * | mov eax, [esp+5Ch+Buffer.BaseAddress] ",gcc,1
"mov [esp+5Ch+lpBuffer], eax   | * | mov [esp+5Ch+lpAddress], eax  ",gcc,2
"mov eax, [esp+5Ch+Buffer.BaseAddress]  | * | call _VirtualProtect@16  ",gcc,2
"mov [esp+5Ch+lpAddress], eax   | * | sub esp, 10h ",gcc,2
"call _VirtualProtect@16   | * | mov eax, [esp+5Ch+Buffer.Protect] ",gcc,1
"sub esp, 10h  | * | mov [esp+5Ch+dwLength], edi  ",gcc,1
"mov eax, [esp+5Ch+Buffer.Protect]  | * | mov [esp+5Ch+lpBuffer], esi  ",gcc,1
"mov [esp+5Ch+lpBuffer], esi   | * | cmp eax, 40h  ",gcc,1
"mov [esp+5Ch+lpAddress], ebx   | * | setnz [esp+5Ch+var_3E] ",gcc,1
"cmp eax, 40h   | * | cmp eax, 4 ",gcc,1
setnz [esp+5Ch+var_3E]  | * | setnz [esp+5Ch+var_3D] ,gcc,1
"cmp eax, 4  | * | call _memcpy ",gcc,1
"setnz [esp+5Ch+var_3D]  | * | cmp [esp+5Ch+var_3D], 0 ",gcc,1
call _memcpy  | * | jz short loc_401745 ,gcc,1
"cmp [esp+5Ch+var_3D], 0  | * | cmp [esp+5Ch+var_3E], 0 ",gcc,1
jz short loc_401745  | * | jz short loc_401745 ,gcc,1
"cmp [esp+5Ch+var_3E], 0  | * | mov eax, [esp+5Ch+flOldProtect] ",gcc,1
"jz short loc_401745  | * | mov [esp+5Ch+lpflOldProtect], ebp  ",gcc,1
"mov eax, [esp+5Ch+flOldProtect]  | * | mov [esp+5Ch+dwLength], eax  ",gcc,1
"mov [esp+5Ch+lpflOldProtect], ebp   | * | mov eax, [esp+5Ch+Buffer.RegionSize] ",gcc,1
"mov [esp+5Ch+dwLength], eax   | * | mov [esp+5Ch+lpBuffer], eax  ",gcc,1
"mov eax, [esp+5Ch+Buffer.RegionSize]  | * | mov eax, [esp+5Ch+Buffer.BaseAddress] ",gcc,1
call _VirtualProtect@16   | * | jmp loc_401745 ,gcc,1
"sub esp, 10h  | * | loc_4017E6:  ",gcc,1
"jmp loc_401745  | * | mov [esp+5Ch+dwLength], ebx ",gcc,1
"loc_4017E6:   | * | mov [esp+5Ch+lpBuffer], 1Ch  ",gcc,1
"mov [esp+5Ch+dwLength], ebx  | * | mov [esp+5Ch+lpAddress], offset aVirtualqueryFa  ",gcc,1
"mov [esp+5Ch+lpBuffer], 1Ch   | * | call ___report_error ",gcc,1
"mov [esp+5Ch+lpAddress], offset aVirtualqueryFa   | * | ___write_memory_part_0 endp ",gcc,1
call ___report_error  | * | align 10h ,gcc,2
___write_memory_part_0 endp  | * | public __pei386_runtime_relocator ,gcc,1
align 10h  | * | __pei386_runtime_relocator proc near  ,gcc,1
var_2C = dword ptr -2Ch  | * | var_14 = dword ptr -14h ,data,1
var_28 = byte ptr -28h  | * | var_10 = dword ptr -10h ,data,1
var_14 = dword ptr -14h  | * | var_C = dword ptr -0Ch ,data,1
"mov eax, ds:_was_init_31048  | * | jz short loc_401810 ",gcc,1
"test eax, eax  | * | locret_401809:  ",gcc,1
jz short loc_401810  | * | retn ,gcc,1
locret_401809:   | * | align 10h ,gcc,1
retn  | * | loc_401810:  ,gcc,1
"align 10h  | * | mov eax, offset __rt_psrelocs_end ",gcc,1
"loc_401810:   | * | sub eax, offset __rt_psrelocs_end ",gcc,1
"mov eax, offset __rt_psrelocs_end  | * | cmp eax, 7 ",gcc,1
"sub eax, offset __rt_psrelocs_end  | * | mov ds:_was_init_31048, 1 ",gcc,1
"cmp eax, 7  | * | jle short locret_401809 ",gcc,1
"mov ds:_was_init_31048, 1  | * | sub esp, 2Ch ",gcc,1
"jle short locret_401809  | * | cmp eax, 0Bh ",gcc,1
"sub esp, 2Ch  | * | mov [esp+2Ch+var_C], ebx ",gcc,1
"cmp eax, 0Bh  | * | mov [esp+2Ch+var_8], esi ",gcc,1
"mov [esp+2Ch+var_C], ebx  | * | mov [esp+2Ch+var_4], edi ",gcc,1
"mov [esp+2Ch+var_8], esi  | * | jle loc_401920 ",gcc,1
"mov [esp+2Ch+var_4], edi  | * | mov esi, ds:__rt_psrelocs_end ",gcc,1
"jle loc_401920  | * | test esi, esi ",gcc,1
"mov esi, ds:__rt_psrelocs_end  | * | jnz loc_4018D4 ",gcc,1
"test esi, esi  | * | mov ebx, ds:dword_403108 ",gcc,1
"jnz loc_4018D4  | * | test ebx, ebx ",gcc,1
"mov ebx, ds:dword_403108  | * | jnz short loc_4018D4 ",gcc,1
"test ebx, ebx  | * | mov ecx, ds:dword_40310C ",gcc,1
"jnz short loc_4018D4  | * | mov ebx, offset unk_403110 ",gcc,1
"mov ecx, ds:dword_40310C  | * | test ecx, ecx ",gcc,1
"mov ebx, offset unk_403110  | * | jz loc_401925 ",gcc,1
"test ecx, ecx  | * | mov ebx, offset __rt_psrelocs_end ",gcc,1
jz loc_401925  | * | loc_401871:  ,gcc,1
"mov ebx, offset __rt_psrelocs_end  | * | mov eax, [ebx+8] ",gcc,1
"loc_401871:   | * | cmp eax, 1 ",gcc,1
"mov eax, [ebx+8]  | * | jnz loc_4019C4 ",gcc,1
"cmp eax, 1  | * | loc_40187D:  ",gcc,1
"jnz loc_4019C4  | * | add ebx, 0Ch ",gcc,1
"loc_40187D:   | * | cmp ebx, offset __rt_psrelocs_end ",gcc,1
"add ebx, 0Ch  | * | jnb loc_40190F ",gcc,1
"cmp ebx, offset __rt_psrelocs_end  | * | movzx edx, byte ptr [ebx+8] ",gcc,1
"jnb loc_40190F  | * | mov esi, [ebx+4] ",gcc,1
"movzx edx, byte ptr [ebx+8]  | * | mov ecx, [ebx] ",gcc,1
"mov esi, [ebx+4]  | * | cmp edx, 10h ",gcc,1
"mov ecx, [ebx]  | * | lea eax, [esi+400000h] ",gcc,1
"cmp edx, 10h  | * | mov edi, [ecx+400000h] ",gcc,1
"lea eax, [esi+400000h]  | * | jz loc_401938 ",gcc,1
"mov edi, [ecx+400000h]  | * | cmp edx, 20h  ",gcc,1
jz loc_401938  | * | jz loc_4019A3 ,gcc,1
"cmp edx, 20h   | * | cmp edx, 8 ",gcc,1
jz loc_4019A3  | * | jz loc_401970 ,gcc,1
"cmp edx, 8  | * | mov dword ptr [esp+2Ch+var_28], edx  ",gcc,1
"jz loc_401970  | * | mov [esp+2Ch+var_2C], offset aUnknownPseudoR  ",gcc,1
"mov dword ptr [esp+2Ch+var_28], edx   | * | mov [esp+2Ch+var_14], 0 ",gcc,1
"mov [esp+2Ch+var_2C], offset aUnknownPseudoR   | * | call ___report_error ",gcc,1
"mov [esp+2Ch+var_14], 0  | * | loc_4018D4:  ",gcc,1
"call ___report_error  | * | mov ebx, offset __rt_psrelocs_end ",gcc,1
loc_4018D4:   | * | loc_4018D9:  ,gcc,1
"mov ebx, offset __rt_psrelocs_end  | * | cmp ebx, offset __rt_psrelocs_end ",gcc,1
loc_4018D9:   | * | jnb short loc_40190F ,gcc,1
"cmp ebx, offset __rt_psrelocs_end  | * | loc_4018E1:  ",gcc,1
"jnb short loc_40190F  | * | mov edx, [ebx+4] ",gcc,1
"loc_4018E1:   | * | mov ecx, 4  ",gcc,1
"mov edx, [ebx+4]  | * | lea eax, [edx+400000h] ",gcc,1
"mov ecx, 4   | * | mov edx, [edx+400000h] ",gcc,1
"lea eax, [edx+400000h]  | * | add edx, [ebx] ",gcc,1
"mov edx, [edx+400000h]  | * | add ebx, 8 ",gcc,1
"add edx, [ebx]  | * | mov [esp+2Ch+var_10], edx ",gcc,1
"add ebx, 8  | * | lea edx, [esp+2Ch+var_10]  ",gcc,1
"mov [esp+2Ch+var_10], edx  | * | call ___write_memory_part_0 ",gcc,1
"lea edx, [esp+2Ch+var_10]   | * | cmp ebx, offset __rt_psrelocs_end ",gcc,1
call ___write_memory_part_0  | * | jb short loc_4018E1 ,gcc,1
"cmp ebx, offset __rt_psrelocs_end  | * | loc_40190F:  ",gcc,1
"jb short loc_4018E1  | * | mov ebx, [esp+2Ch+var_C] ",gcc,1
"loc_40190F:   | * | mov esi, [esp+2Ch+var_8] ",gcc,1
"mov ebx, [esp+2Ch+var_C]  | * | mov edi, [esp+2Ch+var_4] ",gcc,1
"mov esi, [esp+2Ch+var_8]  | * | add esp, 2Ch ",gcc,1
"mov edi, [esp+2Ch+var_4]  | * | retn ",gcc,1
"add esp, 2Ch  | * | align 10h ",gcc,1
retn  | * | loc_401920:  ,gcc,1
"align 10h  | * | mov ebx, offset __rt_psrelocs_end ",gcc,1
loc_401920:   | * | loc_401925:  ,gcc,1
"mov ebx, offset __rt_psrelocs_end  | * | mov edx, [ebx] ",gcc,1
"loc_401925:   | * | test edx, edx ",gcc,1
"mov edx, [ebx]  | * | jnz short loc_4018D9 ",gcc,1
"test edx, edx  | * | mov eax, [ebx+4] ",gcc,1
"jnz short loc_4018D9  | * | test eax, eax ",gcc,1
"mov eax, [ebx+4]  | * | jz loc_401871 ",gcc,1
"test eax, eax  | * | jmp short loc_4018D9 ",gcc,1
jz loc_401871  | * | loc_401938:  ,gcc,1
"jmp short loc_4018D9  | * | movzx esi, word ptr [esi+400000h] ",gcc,1
"loc_401938:   | * | test si, si ",gcc,1
"movzx esi, word ptr [esi+400000h]  | * | movzx edx, si ",gcc,1
"test si, si  | * | jns short loc_40194D ",gcc,1
"movzx edx, si  | * | or edx, 0FFFF0000h ",gcc,1
jns short loc_40194D  | * | loc_40194D:  ,gcc,1
"or edx, 0FFFF0000h  | * | sub edx, ecx ",gcc,1
"loc_40194D:   | * | mov ecx, 2  ",gcc,1
"sub edx, ecx  | * | sub edx, 400000h ",gcc,1
"mov ecx, 2   | * | add edx, edi ",gcc,1
"sub edx, 400000h  | * | mov [esp+2Ch+var_14], edx ",gcc,1
"add edx, edi  | * | lea edx, [esp+2Ch+var_14]  ",gcc,2
"mov [esp+2Ch+var_14], edx  | * | call ___write_memory_part_0 ",gcc,2
"lea edx, [esp+2Ch+var_14]   | * | jmp loc_40187D ",gcc,2
call ___write_memory_part_0  | * | align 10h ,gcc,1
jmp loc_40187D  | * | loc_401970:  ,gcc,1
"align 10h  | * | movzx edx, byte ptr [eax] ",gcc,1
"loc_401970:   | * | test dl, dl ",gcc,1
"movzx edx, byte ptr [eax]  | * | movzx esi, dl ",gcc,1
"test dl, dl  | * | jns short loc_401980 ",gcc,1
"movzx esi, dl  | * | or esi, 0FFFFFF00h ",gcc,1
jns short loc_401980  | * | loc_401980:  ,gcc,1
"or esi, 0FFFFFF00h  | * | mov edx, esi ",gcc,1
"loc_401980:   | * | sub edx, 400000h ",gcc,1
"mov edx, esi  | * | sub edx, ecx ",gcc,1
"sub edx, 400000h  | * | mov ecx, 1  ",gcc,1
"sub edx, ecx  | * | add edx, edi ",gcc,1
"mov ecx, 1   | * | mov [esp+2Ch+var_14], edx ",gcc,1
call ___write_memory_part_0  | * | loc_4019A3:  ,gcc,1
"jmp loc_40187D  | * | add ecx, 400000h ",gcc,1
"loc_4019A3:   | * | sub edi, ecx ",gcc,1
"add ecx, 400000h  | * | mov ecx, 4  ",gcc,1
"sub edi, ecx  | * | add edi, [eax] ",gcc,1
"mov ecx, 4   | * | lea edx, [esp+2Ch+var_14]  ",gcc,1
"add edi, [eax]  | * | mov [esp+2Ch+var_14], edi ",gcc,1
"lea edx, [esp+2Ch+var_14]   | * | call ___write_memory_part_0 ",gcc,1
"mov [esp+2Ch+var_14], edi  | * | jmp loc_40187D ",gcc,1
call ___write_memory_part_0  | * | loc_4019C4:  ,gcc,1
"jmp loc_40187D  | * | mov dword ptr [esp+2Ch+var_28], eax  ",gcc,1
"loc_4019C4:   | * | mov [esp+2Ch+var_2C], offset aUnknownPseudoR_0  ",gcc,1
"mov dword ptr [esp+2Ch+var_28], eax   | * | call ___report_error ",gcc,1
"mov [esp+2Ch+var_2C], offset aUnknownPseudoR_0   | * | __pei386_runtime_relocator endp ",gcc,1
__pei386_runtime_relocator endp  | * | public ___do_global_dtors ,gcc,1
align 10h  | * | ___do_global_dtors proc near  ,gcc,1
"public ___do_global_dtors  | * | mov eax, _p_1761 ",gcc,1
"___do_global_dtors proc near   | * | mov eax, [eax] ",gcc,1
"mov eax, _p_1761  | * | test eax, eax ",gcc,1
"mov eax, [eax]  | * | jz short locret_401A0A ",gcc,1
"test eax, eax  | * | sub esp, 0Ch ",gcc,1
"jz short locret_401A0A  | * | xchg ax, ax ",gcc,1
"sub esp, 0Ch  | * | loc_4019F0:  ",gcc,1
"xchg ax, ax  | * | call eax ",gcc,1
"loc_4019F0:   | * | mov eax, _p_1761 ",gcc,1
"call eax  | * | lea edx, [eax+4] ",gcc,1
"mov eax, _p_1761  | * | mov eax, [eax+4] ",gcc,1
"lea edx, [eax+4]  | * | mov _p_1761, edx ",gcc,1
"mov eax, [eax+4]  | * | test eax, eax ",gcc,1
"mov _p_1761, edx  | * | jnz short loc_4019F0 ",gcc,1
"test eax, eax  | * | add esp, 0Ch ",gcc,1
jnz short loc_4019F0  | * | locret_401A0A:  ,gcc,1
"add esp, 0Ch  | * | rep retn ",gcc,1
locret_401A0A:   | * | ___do_global_dtors endp ,gcc,1
rep retn  | * | align 10h ,gcc,1
___do_global_dtors endp  | * | public ___do_global_ctors ,gcc,1
align 10h  | * | ___do_global_ctors proc near  ,gcc,1
___do_global_ctors proc near   | * | push ebx ,gcc,1
"push ebx  | * | mov ebx, ds:___CTOR_LIST__ ",gcc,1
"sub esp, 18h  | * | cmp ebx, 0FFFFFFFFh ",gcc,1
"mov ebx, ds:___CTOR_LIST__  | * | jz short loc_401A43 ",gcc,1
"cmp ebx, 0FFFFFFFFh  | * | loc_401A1F:  ",gcc,1
"jz short loc_401A43  | * | test ebx, ebx ",gcc,1
loc_401A1F:   | * | jz short loc_401A32 ,gcc,1
"test ebx, ebx  | * | loc_401A23:  ",gcc,1
jz short loc_401A32  | * | call ds:___CTOR_LIST__[ebx*4] ,gcc,1
"loc_401A23:   | * | sub ebx, 1 ",gcc,1
"call ds:___CTOR_LIST__[ebx*4]  | * | lea esi, [esi+0] ",gcc,1
"sub ebx, 1  | * | jnz short loc_401A23 ",gcc,1
"lea esi, [esi+0]  | * | loc_401A32:  ",gcc,1
"jnz short loc_401A23  | * | mov [esp+1Ch+var_1C], offset ___do_global_dtors  ",gcc,1
loc_401A32:   | * | call _atexit ,gcc,1
"mov [esp+1Ch+var_1C], offset ___do_global_dtors   | * | add esp, 18h ",gcc,1
call _atexit  | * | pop ebx ,gcc,1
"add esp, 18h  | * | retn ",gcc,1
pop ebx  | * | loc_401A43:  ,gcc,1
"retn  | * | xor ebx, ebx ",gcc,1
loc_401A43:   | * | jmp short loc_401A49 ,gcc,1
"xor ebx, ebx  | * | loc_401A47:  ",gcc,1
"jmp short loc_401A49  | * | mov ebx, eax ",gcc,1
loc_401A47:   | * | loc_401A49:  ,gcc,1
"mov ebx, eax  | * | lea eax, [ebx+1] ",gcc,1
"loc_401A49:   | * | mov edx, ds:___CTOR_LIST__[eax*4] ",gcc,1
"lea eax, [ebx+1]  | * | test edx, edx ",gcc,1
"mov edx, ds:___CTOR_LIST__[eax*4]  | * | jnz short loc_401A47 ",gcc,1
"test edx, edx  | * | jmp short loc_401A1F ",gcc,1
jnz short loc_401A47  | * | ___do_global_ctors endp ,gcc,1
jmp short loc_401A1F  | * | align 10h ,gcc,1
___do_global_ctors endp  | * | public ___main ,gcc,1
align 10h  | * | ___main proc near  ,gcc,1
"public ___main  | * | mov ecx, ds:_initialized ",gcc,1
"___main proc near   | * | test ecx, ecx ",gcc,1
"mov ecx, ds:_initialized  | * | jz short loc_401A70 ",gcc,1
"test ecx, ecx  | * | rep retn ",gcc,1
jz short loc_401A70  | * | align 10h ,gcc,1
rep retn  | * | loc_401A70:  ,gcc,1
"align 10h  | * | mov ds:_initialized, 1 ",gcc,1
loc_401A70:   | * | jmp short ___do_global_ctors ,gcc,1
"mov ds:_initialized, 1  | * | ___main endp ",gcc,1
jmp short ___do_global_ctors  | * | align 10h ,gcc,1
___main endp  | * | ___mingwthr_run_key_dtors_part_0 proc near ,gcc,1
___mingwthr_run_key_dtors_part_0 proc near  | * | push esi ,gcc,1
"push ebx  | * | mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs  ",gcc,1
"sub esp, 14h  | * | call _EnterCriticalSection@4  ",gcc,1
"mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs   | * | mov ebx, ds:_key_dtor_list ",gcc,1
"call _EnterCriticalSection@4   | * | sub esp, 4 ",gcc,2
"mov ebx, ds:_key_dtor_list  | * | test ebx, ebx ",gcc,1
"sub esp, 4  | * | jz short loc_401ACB ",gcc,1
"test ebx, ebx  | * | xchg ax, ax ",gcc,1
jz short loc_401ACB  | * | loc_401AA0:  ,gcc,1
"xchg ax, ax  | * | mov eax, [ebx] ",gcc,1
"loc_401AA0:   | * | mov [esp+1Ch+lpCriticalSection], eax  ",gcc,1
"mov eax, [ebx]  | * | call _TlsGetValue@4  ",gcc,1
"mov [esp+1Ch+lpCriticalSection], eax   | * | sub esp, 4 ",gcc,1
"call _TlsGetValue@4   | * | mov esi, eax ",gcc,1
"sub esp, 4  | * | call _GetLastError@0  ",gcc,1
"mov esi, eax  | * | test eax, eax ",gcc,1
call _GetLastError@0   | * | jnz short loc_401AC4 ,gcc,1
"test eax, eax  | * | test esi, esi ",gcc,1
jnz short loc_401AC4  | * | jz short loc_401AC4 ,gcc,1
"test esi, esi  | * | mov eax, [ebx+4] ",gcc,1
"jz short loc_401AC4  | * | mov [esp+1Ch+lpCriticalSection], esi ",gcc,1
"mov eax, [ebx+4]  | * | call eax ",gcc,1
"mov [esp+1Ch+lpCriticalSection], esi  | * | loc_401AC4:  ",gcc,1
"call eax  | * | mov ebx, [ebx+8] ",gcc,1
"loc_401AC4:   | * | test ebx, ebx ",gcc,1
"mov ebx, [ebx+8]  | * | jnz short loc_401AA0 ",gcc,1
"test ebx, ebx  | * | loc_401ACB:  ",gcc,1
"jnz short loc_401AA0  | * | mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs  ",gcc,1
loc_401ACB:   | * | call _LeaveCriticalSection@4  ,gcc,1
"mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs   | * | sub esp, 4 ",gcc,4
"call _LeaveCriticalSection@4   | * | add esp, 14h ",gcc,1
"sub esp, 4  | * | pop ebx ",gcc,1
"add esp, 14h  | * | pop esi ",gcc,1
pop ebx  | * | retn ,gcc,1
pop esi  | * | ___mingwthr_run_key_dtors_part_0 endp ,gcc,1
retn  | * | public ____w64_mingwthr_add_key_dtor ,gcc,1
___mingwthr_run_key_dtors_part_0 endp  | * | ____w64_mingwthr_add_key_dtor proc near ,gcc,1
var_1C = dword ptr -1Ch  | * | var_8 = dword ptr -8 ,data,1
var_18 = dword ptr -18h  | * | var_4 = dword ptr -4 ,data,1
var_8 = dword ptr -8  | * | arg_0 = dword ptr 4 ,data,1
var_4 = dword ptr -4  | * | arg_4 = dword ptr 8 ,data,1
"sub esp, 1Ch  | * | mov [esp+1Ch+var_4], esi ",gcc,1
"mov eax, ds:___mingwthr_cs_init  | * | xor esi, esi ",gcc,1
"mov [esp+1Ch+var_4], esi  | * | mov [esp+1Ch+var_8], ebx ",gcc,1
"xor esi, esi  | * | test eax, eax ",gcc,1
"mov [esp+1Ch+var_8], ebx  | * | jnz short loc_401B04 ",gcc,1
"test eax, eax  | * | loc_401AF6:  ",gcc,1
"jnz short loc_401B04  | * | mov eax, esi ",gcc,1
"loc_401AF6:   | * | mov ebx, [esp+1Ch+var_8] ",gcc,1
"mov eax, esi  | * | mov esi, [esp+1Ch+var_4] ",gcc,1
"mov ebx, [esp+1Ch+var_8]  | * | add esp, 1Ch ",gcc,2
"mov esi, [esp+1Ch+var_4]  | * | retn ",gcc,2
"add esp, 1Ch  | * | loc_401B04:  ",gcc,1
"retn  | * | mov [esp+1Ch+var_18], 0Ch  ",gcc,1
"loc_401B04:   | * | mov [esp+1Ch+var_1C], 1  ",gcc,1
"mov [esp+1Ch+var_18], 0Ch   | * | call _calloc ",gcc,1
"mov [esp+1Ch+var_1C], 1   | * | test eax, eax ",gcc,1
"call _calloc  | * | mov ebx, eax ",gcc,1
"test eax, eax  | * | jz short loc_401B65 ",gcc,1
"mov ebx, eax  | * | mov eax, [esp+1Ch+arg_0] ",gcc,1
"jz short loc_401B65  | * | mov [esp+1Ch+var_1C], offset ___mingwthr_cs  ",gcc,1
"mov eax, [esp+1Ch+arg_0]  | * | mov [ebx], eax ",gcc,1
"mov [esp+1Ch+var_1C], offset ___mingwthr_cs   | * | mov eax, [esp+1Ch+arg_4] ",gcc,1
"mov [ebx], eax  | * | mov [ebx+4], eax ",gcc,1
"mov eax, [esp+1Ch+arg_4]  | * | call _EnterCriticalSection@4  ",gcc,1
"mov [ebx+4], eax  | * | mov eax, ds:_key_dtor_list ",gcc,1
"call _EnterCriticalSection@4   | * | mov ds:_key_dtor_list, ebx ",gcc,1
"mov eax, ds:_key_dtor_list  | * | mov [ebx+8], eax ",gcc,1
"mov ds:_key_dtor_list, ebx  | * | sub esp, 4 ",gcc,1
"mov [ebx+8], eax  | * | mov [esp+1Ch+var_1C], offset ___mingwthr_cs  ",gcc,1
"sub esp, 4  | * | call _LeaveCriticalSection@4  ",gcc,1
"mov [esp+1Ch+var_1C], offset ___mingwthr_cs   | * | mov eax, esi ",gcc,1
"call _LeaveCriticalSection@4   | * | sub esp, 4 ",gcc,1
"mov eax, esi  | * | mov ebx, [esp+1Ch+var_8] ",gcc,1
"sub esp, 4  | * | mov esi, [esp+1Ch+var_4] ",gcc,1
"add esp, 1Ch  | * | loc_401B65:  ",gcc,1
"retn  | * | mov esi, 0FFFFFFFFh ",gcc,1
loc_401B65:   | * | jmp short loc_401AF6 ,gcc,1
"mov esi, 0FFFFFFFFh  | * | ____w64_mingwthr_add_key_dtor endp ",gcc,1
jmp short loc_401AF6  | * | align 10h ,gcc,1
____w64_mingwthr_add_key_dtor endp  | * | public ____w64_mingwthr_remove_key_dtor ,gcc,1
align 10h  | * | ____w64_mingwthr_remove_key_dtor proc near ,gcc,1
"push ebx  | * | mov eax, ds:___mingwthr_cs_init ",gcc,1
"sub esp, 18h  | * | mov ebx, [esp+1Ch+arg_0] ",gcc,1
"mov eax, ds:___mingwthr_cs_init  | * | test eax, eax ",gcc,1
"mov ebx, [esp+1Ch+arg_0]  | * | jnz short loc_401B88 ",gcc,1
"test eax, eax  | * | add esp, 18h ",gcc,1
"jnz short loc_401B88  | * | xor eax, eax ",gcc,1
"add esp, 18h  | * | pop ebx ",gcc,2
"xor eax, eax  | * | retn ",gcc,2
pop ebx  | * | loc_401B88:  ,gcc,1
"retn  | * | mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs  ",gcc,1
loc_401B88:   | * | call _EnterCriticalSection@4  ,gcc,1
"mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs   | * | mov edx, ds:_key_dtor_list ",gcc,1
"mov edx, ds:_key_dtor_list  | * | test edx, edx ",gcc,1
"sub esp, 4  | * | jz short loc_401BBF ",gcc,1
"test edx, edx  | * | mov eax, [edx] ",gcc,1
"jz short loc_401BBF  | * | cmp eax, ebx ",gcc,1
"mov eax, [edx]  | * | jnz short loc_401BB8 ",gcc,1
"cmp eax, ebx  | * | jmp short loc_401BF4 ",gcc,1
jnz short loc_401BB8  | * | align 10h ,gcc,1
jmp short loc_401BF4  | * | loc_401BB0:  ,gcc,1
"align 10h  | * | mov ecx, [eax] ",gcc,1
"loc_401BB0:   | * | cmp ecx, ebx ",gcc,1
"mov ecx, [eax]  | * | jz short loc_401BD5 ",gcc,1
"cmp ecx, ebx  | * | mov edx, eax ",gcc,1
jz short loc_401BD5  | * | loc_401BB8:  ,gcc,1
"mov edx, eax  | * | mov eax, [edx+8] ",gcc,1
"loc_401BB8:   | * | test eax, eax ",gcc,1
"mov eax, [edx+8]  | * | jnz short loc_401BB0 ",gcc,1
"test eax, eax  | * | loc_401BBF:  ",gcc,1
"jnz short loc_401BB0  | * | mov [esp+1Ch+lpCriticalSection], offset ___mingwthr_cs  ",gcc,1
loc_401BBF:   | * | call _LeaveCriticalSection@4  ,gcc,1
call _LeaveCriticalSection@4   | * | loc_401BCE:  ,gcc,1
"sub esp, 4  | * | add esp, 18h ",gcc,1
"loc_401BCE:   | * | xor eax, eax ",gcc,1
pop ebx  | * | loc_401BD5:  ,gcc,1
"retn  | * | mov ecx, [eax+8] ",gcc,1
"loc_401BD5:   | * | mov [edx+8], ecx ",gcc,1
"mov ecx, [eax+8]  | * | loc_401BDB:  ",gcc,1
